ID,SONG,DOT1,DISC1,DOT2,DISC2,DOUBLE,DOT,DISC,SINGLE,ABI
jianhun 剑魂,剑魂,A97,"【开始】左滑点后，爆左滑点
【结束】左二连点",B487,"【开始】左直条后爆左下单点
【结束】左滑点",63,B487,"【开始】左直条后爆左下单点
【结束】左滑点",,1
jijuhuaeryi 几句话而已,几句话而已,A221,"【开始】216右直条后，爆左单点。
【结束】右单点。",B493,"【开始】490左单点后，按住491左滑条爆右单点。
【结束】左单点。",64,B493,"【开始】490左单点后，按住491左滑条爆右单点。
【结束】左单点。",35,2
jinjuebianjingxian 禁绝边境线,禁绝边境线,A411,"【开始】左单点后,爆紧接的左直条。(存)
【结束】A段结束,双点。(偷)",B602,"【开始】二次副歌,右单点接直条按住,爆左第一个单点。
【结束】右滑条尾&左单点。",77,B633,"【开始】第一次副歌最后,右直条左滑点后,爆右单点。
【结束】左右各一次二连点后,双点。",38,1
juewangxing 绝望性,绝望性：ヒ一ロ一治療薬,A607,"【开始】右二连点后，爆左二连点的第二个（存）
【结束】右滑点，中场",B1106,"【开始】左滑条按住，爆右连点
【结束】右滑点结束",100,B1106,"【开始】左滑条按住，爆右连点
【结束】左单点+右直条结束",53.8,1
justawake just awake,Just Awake,B2128,"【开始】2100右滑条后，爆第四组二连点（左）&右直条。
【结束】左滑点尾&右单点。",B2320,"【开始】一爆结束后，紧接着爆右单点。
【结束】三压大滑点尾",213,B2143,"【开始】2134左滑条按住，爆条尾&右单点。
【结束】双点。",108,1
justdanceladygaga,Just Dance（Lady Gaga）,A234,"【开始】中间三连点后，爆双滑条.
【结束】两对双点第一对. ",B418,"【开始】左下短滑点后，爆右长滑点.
【结束】右短直条结束&左下单点.门 Ln",70,B418,"【开始】左下短滑点后，爆右长滑点.
【结束】右短直条结束&左下单点.",37,1
justdancewangyibo,Just Dance（王一博）,A205,"【开始】左上短滑点后，爆右下单点.
【结束】左下单点.",B512,"【开始】右上短滑点后，爆左下单点.
【结束】右下单点. ",78,B512,"【开始】右上短滑点后，爆左下单点.
【结束】右下单点.",39,2
justlikefire just like fire,Just Like Fire,A225,"【开始】副歌第二句,双直条后,爆左四连点接直条。
【结束】双直条后,第三组双点。",A326,"【开始】第二次副歌。双直条后,爆右四连点接直条
【结束】双直条后,第三组双点。(备注)(接近双爆)",75,A225,"【开始】副歌第二句,双直条后,爆左四连点接直条。
【结束】双直条后,第三组双点。",38,1
kanong 卡农,卡农,A241,"【开始】第一次副歌,左右各一个单点后,爆第一组双点。
【结束】右二连点后,双点。",A312,"【开始】第二次副歌,右左各一个单点后,爆第一组双点。
【结束】双点。",82,A312,"【开始】第二次副歌,右左各个单点后,爆第一组双点。
【结束】双点。",42,1
keepitup keep it up,KEEP IT UP,A265,"【开始】261右滑点后，爆左直条&右点。
【结束】连续双点结束。",B595,"【开始】591左滑点后，爆左单点&右直条。
【结束】连续双点结束。",87,A265,"【开始】261右滑点后，爆左直条&右点。
【结束】连续双点结束。",44,1
keepyourheaddown keep your head down,Keep Your Head Down,A240,"【开始】双滑条后，过左二连点，爆双拐条。
【结束】双拐条。",B701,"【开始】693左滑条按住，爆拐点&右滑条。
【结束】左点。",87,B701,"【开始】693左滑条按住，爆拐点&右滑条。
【结束】左点。",45,1
kelaiyinlan 克莱因蓝,克莱因蓝,B545,"【开始】右短直条后，过滑点爆右手点
【结束】右手点接滑点尾",B612,"【开始】左条+右点后，过四个点爆左点+右滑点
【结束】左滑条头+右点",65,B612,"【开始】左条+右点后，过四个点爆左点+右滑点
【结束】左滑条头+右点",33,1
keluodiyakuangxiangqu 克罗地亚狂想曲,克罗地亚狂想曲,A618,"【开始】两次左滑条+右滑点后,爆左手连点。(存)
【结束】A段结束,双点。",B1219,"【开始】连续交互连点接双直条后,爆双滑点。
【结束】歌曲结束,双点。",106,B1255,"【开始】连续交互连点接双直条后,爆第三次双滑点。
【结束】歌曲结束,双点。",57,1
keneng 可能,可能,A127,"【开始】右滑点后，爆左单点
【结束】左单点",B579,"【开始】左滑点后，爆右单点
【结束】右单点",59,A127,"【开始】右滑点后，爆左单点
【结束】左单点",29,1
knockknock knock knock,KNOCK KNOCK（非压爆带极限）,A89,"【开始】右三连点后，两组双点，爆第二组.
【结束】双滑条尾.",B356,"【开始】右二连点后，爆右下滑条.
【结束】双点.",68,B356,"【开始】右二连点后，爆右下滑条.
【结束】双点.",34,2
kongxiangshenhua 空想神话,空想神话,B1006,"【开始】三组双点后,爆左单点&右直条头。(弹珠爆)
【结束】左直条按住,右第五个单点。",,,84,B1006,,44,1
kulekule 哭了哭了,哭了哭了,B60,"【开始】左直条后，爆右下单点
【结束】右滑条尾",B362,"【开始】左滑点后，爆左单点+右直条
【结束】右单点",55,B60,"【开始】左直条后，爆右下单点
【结束】右滑条尾",27,1
kuqizhantai 哭泣站台,哭泣站台,A248,"【开始】左直条+右滑条后，爆左滑点+右单点
【结束】左单点+右滑点",B950,"【开始】双直条后，爆第二组双压
【结束】双直条按住28cb处",74,B950,"【开始】双直条后，爆第二组双压
【结束】双直条按住28cb处",37,1
Latitude,Latitude,A348,"【开始】340左直条后，按住右滑条，左滑时爆左滑条头
【结束】左滑条尾+右滑条中",B935,"【开始】926左单点+右滑条后，按住左滑条，爆右滑条头
【结束】左滑条中+右滑条尾",85,B935,"【开始】926左单点+右滑条后，按住左滑条，爆右滑条头
【结束】左滑条中+右滑条尾",43,1
lettinggo letting go,Letting Go,B370,"【开始】363右滑条按住爆左滑条。
【结束】左长滑条尾。",B615,"【开始】右滑条后，爆左斜三连点。
【结束】右单点。",66,B615,"【开始】右滑条后，爆左斜三连点。
【结束】右单点。",34,2
lianaila 恋爱啦,恋爱啦,A395,"【开始】393左二连点后，过空气爆右二连点。
【结束】右滑点。",B747,"【开始】右拐条+左直条后，爆右滑点。
【结束】左拐条中。",64,A395,"【开始】393左二连点后，过空气爆右二连点。
【结束】右滑点。",32,1
lianaixunhuan 恋爱循环,恋爱循环,A202,"【开始】右上短滑点后，爆左短直条.
【结束】左长滑点尾.",B379,"【开始】左长滑条后，爆右下单点.
【结来】左下单点.",67,A202,"【开始】右上短滑点后，爆左上短直条.
【结束】左上长滑点结束.",34,2
liangliang 凉凉,凉凉（困难版）,A583,"【开始】双点后,左滑条拖住,爆右第二组滑点。
【结束】长滑点。",A891,"【开始】双点后,右滑条拖住,爆左第二组滑点。
【结束】A段结束,长滑点。",91,A583,"【开始】双点后,左滑条拖住,爆右第二组滑点。
【结束】长滑点中。",46,1
lie lie,L.I.E,A244,"【开始】二次副歌,左滑条后,爆第一次双点。
【结束】左直条后,右直条中。",B474,"【开始】B开,左滑条后，爆右单点。
【结束】右滑点后，左滑点中（3/4）。（偷）",68,B474,"【开始】B开,左滑条后，爆右单点。
【结束】右滑点后，左滑点中（3/4）。（偷）",34,1
linzhongniao 林中鸟,林中鸟（困难版）,B957,"【开始】三压后,过空气,爆左&中&右三条。
【结束】右滑点中。(非满分)",B1254,"【开始】高潮,两次直条后,爆右长滑点尾&左单点。
【结束】左直条尾&右单点。",108,B1254,"【开始】高潮,两次直条后,爆右长滑点尾&左单点。
【结束】左直条尾&右单点。",66,1
liuzhaonian 六兆年,六兆年と一夜物语,B620,"【开始】617右三连点后，爆左斜三连点
【结束】左单点",B728,"【开始】725左三连点后，过空气，爆右单点
【结束】歌曲结束，双直条",78.4,B728,"【开始】725左三连点后，过空气，爆右单点
【结束】歌曲结束，双直条",41.4,1
longkissgoodbye long kiss good bye,Long Kiss Good Bye,A176,"【开始】右短直条后，爆左第二个单点∶左中单点.
【结束】三组双点第二组.",B526,"【开始】右长滑条后，爆双点.
【结束】右单点.",79,A176,"【开始】右短直条后，爆左第二个单点:左中单点.
【结束】三组双点第二组.",41,1
lookwhatyoumademedo look what you made me do,Look What You Made Me Do,A233,"【开始】左短滑条后，爆右下单点.(存)
【结束】A段结束.",B456,"【开始】右短滑条后，燥第三单点:左上单点.
【结束】双条中.",78,B504,"【开始】双条后，爆左下单点.
【结束】左下单点.",40,2
lovecut love cut,Love Cut,B341,"【开始】333右滑点后，过左滑条，爆右单点。
【结束】右滑点中。",B545,"【开始】543右滑点后，爆左单点。
【结束】左单点。",66,B545,"【开始】543右滑点后，爆左单点。
【结束】左单点。",33,1
lovegirl love girl,Love Girl,A92,"【开始】84右直条后，爆第四个点（中）。
【结束】左散点结束。",B381,"【开始】379左二散点后，爆左滑点。
【结束】左散点结束。",67,A92,"【开始】84右直条后，爆第四个点（中）。
【结束】左散点结束。",36,2
loveitliveit LOVE IT LIVE IT,LOVE IT LIVE IT,B392,"【开始】左下单点接直条按住，爆直条尾&右长滑点.
【结束】左中单点.",B657,"【开始】左长滑条后，爆右下短直条中.
【结束】左下单点",68,B392,"【开始】左下单点接直条按住.爆直条尾&右长滑点.
【结束】左中单点.",36,1
lovesosoft love so soft,Love So Soft,B493,"【开始】左滑条后,右直条按住,过3cb爆。
【结束】左上滑点尾。",B687,"【开始】右上单点后,爆左直条&右下单点。
【结束】双点。",77,B687,"【开始】右上单点后,爆左直条&右下单点。
【结束】双点。",39,1
MAKEUP MAKE-UP,キミがいたしるし,A76,"【开始】68左滑条后，爆第三个单点（右）
【结束】左单点。",B916,"【开始】909右滑条后，爆左滑点&右单点。
【结束】右下单点左直条&右三连点。",84,A76,"【开始】68左滑条后，爆第三个单点（右）
【结束】左单点。",43,1
maps,Maps（非压爆带极限）,A212,"【开始】右下短滑点后，爆右下单点
【结束】右第二个短滑点中.",B547,"【开始】左短滑条后，爆右下短滑点.
【结束】歌曲结束.",69,A212,"【开始】右下短滑点后，爆右下单点.
【结束】右第二个短滑点中.",35,2
maxingwo 骂醒我,骂醒我,A470,"【开始】左二连点后，爆双压
【结束】左滑点",B941,"【开始】右二连点后，爆双压
【结束】右滑点",83,A470,"【开始】左二连点后，爆双压
【结束】左滑点",41,1
meiguihuadezangli 玫瑰花的葬礼,玫瑰花的葬礼,A515,"【开始】二组双压后，过右单点，爆左滑点。
【结束】双压",B966,"【开始】左滑条+右直条后，过左单点接右滑条按住爆左第一个单点
【结束】第二组双压",82,A515,"【开始】二组双压后，过右单点，爆左滑点。
【结束】双压",41,1
meiyouweilai 没有未来,没有未来,A216,"【开始】右直条后，过三散点，爆左单点
【结束】左滑点尾+右单点",B638,"【开始】左滑条接右滑条按住3cb爆气
【结束】左滑点",79,A216,"【开始】右直条后，过三散点，爆左单点
【结束】左滑点尾+右单点",41,1
meiyouxuanze 没有选择,没有选择,B486,"【开始】左下单点后,爆双点。
【结束】右上单点。",B571,"【开始】左下单点后,爆双点。
【结束】左下单点。",69,B486,"【开始】左下单点后,爆双点。
【结束】右上单点。",36,1
mermaidgirl mermaid girl,Mermaid girl,A108,"【开始】左滑点后，爆右滑点
【结束】左滑条+右直条结束",B455,"【开始】左滑点+右单点，b开
【结束】左滑点",67,A108,"【开始】左滑点后，爆右滑点
【结束】左滑条+右直条结束",34,1
mimimi mimimi,Mimimi,A203,"【开始】左短滑点后，爆右中单点.
【结束】两组双点第二对.",B461,"【开始】左短滑点后，爆右中单点.
【结束】两组双点，第一组.",77,B461,"【开始】左短滑点后，爆右中单点.
【结束】两组双点，第一组.",42,2
mongtagi,mongtagi,B768,"【开始】左滑点接右单点后，爆左单点+右滑点
【结束】左单点",B1347,"【开始】右滑条后，左滑条按住爆左拐+右滑点
【结束】右直条结束+左滑点1/2点",95,B768,"【开始】左滑点接右单点后，爆左单点+右滑点
【结束】左单点",49,1
mywu my舞,My舞☆TONIGHT,A711,"【开始】第三个滑条(右)拖住,爆条尾&左单点。(存)(假)
【结束】A段结束,左二连点后,双点。(偷)",B1425,"【开始】高潮第三个滑条(左)拖住,爆滑条尾&右单点。(假)
【结束】连续三组双点。",100,B1429,"【开始】高潮,三滑条后,右直条按住,爆左单点。
【结束】右直条&左四连点后,双点。(非满分)",52,1
nanbanqiuyubeihaidao 南半球与北海道,南半球与北海道,A308,"【开始】左二单点后，左滑条按住右拐爆。
【结束】左滑条&右直条。",B398,"【开始】393右直条后，爆左直条&右滑条。
【结束】左滑点。",70,B398,"【开始】393右直条后，爆左直条&右滑条。
【结束】左滑点。",35,1
nidakebubi 你大可不必,你大可不必,A241,"【开始】左滑条+右直条后，过空气爆第二个单点（右）
【结束】右上直条吃完。",A403,"【开始】右滑点接左单点后，右直条按住2cb爆。
【结束】右单点。",77,A403,"【开始】右滑点接左单点后，右直条按住2cb爆。
【结束】右单点。",39,1
nideshengyinbuhuixiaoshi 你的声音不会消失,你的声音不会消失,B540,"【开始】左下短滑点后，爆右下短滑点.
【结束】右上单点.",B731,"【开始】右上短直条后，爆左下短滑条中间.
【结束】B段结束.",77,B540,"【开始】左下短滑点后，爆右下短滑点.
【结束】右上单点.",39,2
nilangqianqiu 逆浪千秋,逆浪千秋,A325,"【开始】318左滑点后爆第四个单点（左）（存）
【结束】双滑条结束",B413,"【开始】404左手滑条按住，爆结尾右单点
【结束】右单点",72.7,A321,"【开始】右手阶梯点后，左手滑点中间
【结束】双滑条结尾",35.9,1
niyoumeiyouguo 你有没有过,你，有没有过,A182,"【开始】主歌部分,右滑条&左单点后,爆左三连点。
【结束】左直条后,左二连点。",B933,"【开始】右单点接925右滑条后,爆第二对双打。(极)
【结束】右长滑点中(23/24)。",80,B933,"【开始】右单点接925右滑条后,爆第二对双打。(极)
【结束】右长滑点中(23/24)",41,1
Numb,Numb,A172,"【开始】右上短滑点后，爆双点.
【结束】双点.",B463,"【开始】双点后，左滑条拖住，爆滑条尾&右下单点.
【结束】右下单点.",77,B463,"【开始】双点后，左滑条拖住，爆滑条尾&右下单点.
【结束】右下单点.",40,2
oh oh,Oh!,A218,"【开始】216右滑条按住1cb爆
【结束】左手散点吃完",B545,"【开始】右左右三个散点后爆左手四连点
【结束】左二连点第一个",72,A218,"【开始】216右滑条按住1cb爆
【结束】左手散点吃完",36,1
onenightinshang one night inshang,One Night In Shanghai,A165,"【开始】162右滑点后，爆左单点。
【结束】左三连点第二个。",B524,"【开始】左长滑条后，爆右点。
【结束】左滑点尾。",58,A165,"【开始】162右滑点后，爆左单点。
【结束】左三连点第二个。",31,1
overloved overloved,Overloved,B410,"【开始】左滑点后，爆左单点。
【结束】双滑条。",B523,"【开始】左下单点后，爆左滑点&右单点。
【结束】双直条。",71,B523,"【开始】左下单点后，爆左滑点&右单点。
【结束】双直条。",36,1
oxiangwanwansui 偶像万万岁,偶像万万岁,B596,"【开始】右长滑条后,爆左下单点
【结束】二连点后,第一组双点。",B870,"【开始】左单点后,爆右上单点。
【结束】左长滑点后,右上单点。",92,B870,"【开始】左单点后,爆右上单点。
【结束】左长滑点后,右上单点。",51,2
pajianfeihua 怕见飞花,怕见飞花,A305,"【开始】过295起两个滑点后，爆左单点&右直条。
【结束】左点+右直条头。",B728,"【开始】725右滑点后，爆左二连点。
【结束】左滑条&右直条。",66,B728,"【开始】725右滑点后，爆左二连点。
【结束】左滑条&右直条。",33,1
paleblue pale blue,Pale Blue,A370,"【开始】366左滑条+右单点，按住爆结尾右单点
【结束】中下单点",A484,"【开始】478右滑条+左单点，按住结尾爆左单点
【结束】中下单点",83,A370,"【开始】366左滑条+右单点，按住爆结尾右单点
【结束】中下单点",41,1
peinikanxingxing 陪你看星星,陪你看星星,A316,"【开始】左单点后，爆连续双压。
【结束】左单点。",B826,"【开始】右拐条后，爆双压。
【结束】右滑点。",87,B826,"【开始】右拐条后，爆双压。
【结束】右滑点。",45,1
perfeicttime perfect time,perfect time,A195,"【开始】左滑点后，爆左单点&右滑点。
【结束】左单点&右滑点。",B479,"【开始】连续四组滑点，爆第四组（左）。
【结束】左单点&右滑点。",68,A195,"【开始】左滑点后，爆左单点&右滑点。
【结束】左单点&右滑点。",36,2
playground playground,Playground,A457,"【开始】451过双打、左右散点后，爆左滑点+右点
【结束】左直条结束+右滑点结束",B1033,"【开始】1027过双打、右左散点后，爆左点+右滑点
【结束】右直条结束+左滑点结束",87,A457,"【开始】451过双打、左右散点后，爆左滑点+右点
【结束】左直条结束+右滑点结束",43,1
playwopei play 我呸,Play 我呸,A80,"【开始】主歌,右-左-右交互单点后,爆连续三组双点。
【结束】连续三组单点&滑点尾后,第四个右滑点尾。",B826,"【开始】三次“什么都喜欢什么都呸”后,爆第三个单点:右
【结束】右开长滑点尾&右单点。",91,B826,"【开始】三次“什么都喜欢什么都呸”后,爆第三个单点:右
【结束】右开长滑点尾&右单点。",46,1
pokerface poker face,Poker Face,A218,"【开始】右中单点后，爆左下二连点.
【结束】右中单点.",B501,"【开始】右下单点后，爆双滑条.
【结束】双点.",81,A218,"【开始】右中单点后，爆左下二连点.
【结束】右中单点.",42,2
posuiderenqingting 破碎的人请听,破碎的人请听,A184,"【开始】179右直条后，爆左滑条&右单点。
【结束】左滑点尾。",B860,"【开始】右滑条后，爆第三组滑点（左）。
【结束】左滑点&右直条尾。",62,B860,"【开始】右滑条后，爆第三组滑点（左）。
【结束】左滑点&右直条尾。",32,1
Q? Q？,Q？,A177,"【开始】左拐条&右直条后，过中点，爆双滑点。
【结束】第一组组双点。",A275,"【开始】263左右双直条后，过左点，爆双点。
【结束】双点。",102,A177,"【开始】左拐条&右直条后，过中点，爆双滑点。
【结束】第一组组双点。",51,1
qianqiudiemeng 千秋迭梦,千秋迭梦,A571,"【开始】553左短直条+右长滑条，右长滑条结尾1cb爆气
【结束】双滑点吃完",B1322,"【开始】1307左滑条+右直条按住，过右单点爆右直条
【结束】双滑点吃完",92,A571,"【开始】553左短直条+右长滑条，右长滑条结尾1cb爆气
【结束】双滑点吃完",48,1
qidai 期待,期待,A173,"【开始】左下单点后，爆左连点.
【结束】右上单点.",B453,"【开始】左下单点后，爆右上单点.
【结束】双点.",64,A173,"【开始】左下单点后，爆左二连点.
【结束】右上单点.",32,2
qingniao 青鸟,青鸟,B891,"【开始】导歌最后,左右各一次滑点后,爆双点。
【结束】右滑条中。",B1030,"【开始】一爆后双直条,让过一个单点,爆左下单点。
【结束】右滑点后,左单点。(接近双爆)",118,B891,"【开始】导歌最后,左右各一次滑点后,爆双点。
【结束】右滑条中。",63,1
qiniandeai 七年的爱,七年的爱,B349,"【开始】右单点后,爆左下&右下双点。
【结束】右上单点。",B444,"【开始】右长滑点后,左直条按住,爆右第一个点。
【结束】双滑点尾。",87,B444,"【开始】右长滑点后,左直条按住,爆右第一个点。
【结束】双滑点尾。",45,2
qishijingshen 骑士精神,骑士精神,A467,"【开始】左单点后，右滑条按住爆左滑条。
【结束】右单点。",B621,"【开始】左直条&右单点后，爆左单点&右直条。
【结束】右单点。右直条中。",80,A467,"【开始】左单点后，右滑条按住爆左滑条。
【结束】右单点。",40,1
rageyourdream rage your dream,Rage Your Dream,A51,"【开始】左上单点后，爆右上二连点第二个
【结束】左下二连点.",B652,"【开始】右下短滑点后，爆左下短滑条.
【结束】双点.",76,B652,"【开始】右下短滑点后，爆左下短滑条.
【结束】双点",37,1
remembertonight remember tonight,Remember Tonight,A366,"【开始】359左直条&右单点，过右点，爆左点&右直条。
【结束】左直条中。",B502,"【开始】496左拐条，第一拐后2cb爆。
【结束】左拐条头&右点。",76,B502,"【开始】496左拐条，第一拐后2cb爆。
【结束】左拐条头&右点。",39,1
renjianzhongzhong 人间种种,人间种种,A572,"【开始】564左滑点&右点后，过右点，左直条按1cb爆。
【结束】双点，中场。",B684,"【开始】682双点后，过空气爆双点。
【结束】左滑条头&右散点。",72,A572,"【开始】564左滑点&右点后，过右点，左直条按1cb爆。
【结束】双点，中场。",36,1
rollingstar rolling star,Rolling Star（非压爆带极限）,A331,"【开始】双点过空气后,爆左滑点。
【结束】A段结束，右手4连点。",B457,"【开始】448右直条后,爆第二组双点。
【结束】542双直条后，吃完五组双点。(备注)",89,B489,"【开始】双直条后,爆第四组双点。
【结束】双直条后,第二组双点。",47,2
rolypoly roly-poly,Roly-Poly,A192,"【开始】左二连点后，右直条按住4cb爆气
【结束】右直条尾+左单点",A301,"【开始】右直条后，爆左滑点
【结束】左三连点第一个点",82,A230,"【开始】左直条后，爆右滑点
【结束】左单点",45,2
Rookie,Rookie,A99,"【开始】主歌部分,右左两组二连点后，爆右滑点。
【结束】二组双点后，左滑点尾。",A163,"【开始】空气后,左二连点接滑条,滑条拖1cb爆。
【结束】中间滑点。(备注)",72,A98,"【开始】主歌部分,右二连点后,爆左二连点第二个。
【结束】右短滑点后,第二组双点。",36,1
ruguoyihou 如果以后,如果以后,A347,"【开始】左3个散点后，爆右点接右滑点。
【结束】右滑点结束。",B515,"【开始】右下点后，爆双压
【结束】右滑点结束",62,B515,"【开始】右下点后，爆双压
【结束】右滑点结束",31,1
santaforyou santa for you,Santa For You,B679,"【开始】672双直条按7cb爆
【结束】双滑点结束",B843,"【开始】双滑条后，爆双压
【结束】连续双压结束",76,B679,"【开始】672双直条按7cb爆
【结束】双滑点结束",41,2
sanyuexinjian 三月信笺,三月信笺,A132,"【开始】左滑点后，爆右单点
【结束】左滑点",B780,"【开始】右下单点后，爆左单点+右滑点
【结束】左直条+右单点",70,B780,"【开始】右下单点后，爆左单点+右滑点
【结束】左直条+右单点",37,1
shanchuwangji 删除忘记,删除忘记,A263,"【开始】260左二连点后，右三散点，爆第二个。
【结束】左直条&右单点。",B570,"【开始】左滑条后，右滑条按住拐时爆。
【结束】右滑点。",75,A263,"【开始】260左二连点后，右三散点，爆第二个。
【结束】左直条&右单点。",38,1
shandian 闪电,闪电,A198,"【开始】右滑点后，爆左二连点
【结束】左滑条1/2处",B593,"【开始】左滑点后，爆左二连点续散点
【结束】右滑条1/2处",72,A198,"【开始】右滑点后，爆左二连点
【结束】左滑条1/2处",36,1
shangxiazuoyou 上下左右,上下左右,A243,"【开始】双压后，过空气，爆左三连点
【结束】左四连点的第一个点",A372,"【开始】右二散点后，爆右单点
【结束】右滑条+左直条结束",82,A243,"【开始】双压后，过空气，爆左三连点
【结束】左四连点的第一个点",41,1
shanjian 删减,删减,A307,"【开始】右单点后，爆左二连点
【结束】左滑点",B643,"【开始】左单点后，爆右二连点
【结束】右滑点",60,A307,"【开始】右单点后，爆左二连点
【结束】左滑点",30,1
shenmeshenme 什么什么,什么什么,A294,"【开始】左下短滑点接三个单点后,爆右短直条。
【结束】左下单点。",B597,"【开始】左短直条后,爆右下单点。(极)
【结束】右滑点。",64,B597,"【开始】左短直条后,爆右下单点。(极)
【结束】右滑点。",34,1
shiori shiori,SHIORI,A318,"【开始】导歌最后,右直条按住,爆第一次左二连点。
【结束】左单点&右滑条尾。(双排一样)",B916,"【开始】导歌中间,让过中间两单点,爆第一组双点。
【结束】双点后,中间单点。(双排一样)(备注)",90,A318,"【开始】导歌最后,右直条按住,爆第一次左二连点。
【结束】左单点&右滑条尾。(双排一样))",45,1
shuixian 水仙,水仙,A598,"【开始】587右单点，过左右左三连滑点，爆双点
【结束】右三连点",B1251,"【开始】1238左拐条后，右滑条按住，爆结尾+左单点
【结束】左直条结束+右滑点结束",81.2,B1251,"【开始】1238左拐条后，右滑条按住，爆结尾+左单点
【结束】左直条结束+右滑点结束",40.9,1
shunzhefengdefangxiang 顺着风的方向,顺着风的方向,A236,"【开始】双直条后，过空气，爆双滑条。
【结束】左滑点。",B697,"【开始】双直条后，过空气，爆双滑条。
【结束】右滑点。",82,A236,"【开始】双直条后，过空气，爆双滑条。
【结束】左滑点。",41,1
skaterboy skater boy,Skater  Boy,B1096,"【开始】1079左滑点，右拐条按住，过左短滑点，爆左长滑点
【结束】左三连点结束+右长滑点结束",B1312,"【开始】左长滑点结束+右拐条结束后，爆左长滑点
【结束】左长滑点+右拐条结束",127,B1312,"【开始】左长滑点结束+右拐条结束后，爆左长滑点
【结束】左长滑点+右拐条结束",65,2
sorrysorry,sorrysorry,A331,"【开始】左单点&右滑点后，爆双点。
【结束】左滑点。二组双点。",B613,"【开始】左单点&右滑点后，过一组双点，爆接连二组双点。
【结束】左单点&右滑点（歌曲结束）。",92,B613,"【开始】左单点&右滑点后，过一组双点，爆接连二组双点。
【结束】左单点&右滑点（歌曲结束）。",46,1
sparkingdaydream sparking daydream,Sparking Daydream【20】,A393,"【开始】右滑点后,空气后,爆两边双点。
【结束】右滑条按住,左三连点第二个。",B910,"【开始】导歌最后,左点&右滑条后,爆双点。(假)
【结束】双滑条尾。",89,A393,"【开始】右滑点后,空气后,爆两边双点。
【结束】右滑条按住,左三连点第二个。",45,1
STRONG,STRONG,A721,"【开始】700双滑点后过三组双点，双滑条按住4cb爆
【结束】双滑点结束",B1585,"【开始】1582左二连点后爆双点
【结束】双滑点结束",108.8,B1585,"【开始】1582左二连点后爆双点
【结束】双滑点结束",55,1
sweettalker sweet talker,SWEET TALKER,A233,"【开始】导歌,爆第四次点+滑点:左单点&右滑点。(假)
【结束】连续两组双点,第二组。",B686,"【开始】676左二连点起，过四组双点，爆双滑条。
【结束】连续三组双点后，双滑条尾。（备注）",85,B677,"【开始】主歌,双短滑点后,爆左三连点第二个。
【结束】连续三组双点。(备注)",45,1
takeit take it,Take  It,A272,"【开始】左滑点后，爆双压接双长条
【结束】吃到最后二组双压",A368,"【开始】右滑点后，过空气，爆左点接双压(假)
【结束】吃到最后二组双压",78,A368,"【开始】右滑点后，过空气，爆左点接双压(假)
【结束】吃到最后二组双压",39,2
Telephone,Telephone,B604,"【开始】左上短直条后，爆第一组双点.
【结束】左长滑点后，右下三连点第一个.",B745,"【开始】右下单点后，爆双点.
【结束】双点.",80,B604,"【开始】左上短直条后，爆第一组双点.
【结束】左长滑点后，右下三连点第一个.",41,1
tesihezhizan 特斯河之赞,特斯河之赞,A354,"【开始】左三散点后，爆左滑条&右单点。
【结束】右滑条结束。",B764,"【开始】左三散点后，左滑条按住3cb爆&右单点。
【结束】左三散点。",86,A330,"【开始】左滑条&右连点后，接着右滑条按住3cb爆。
【结束】左滑条&右滑条接近结尾。",43,1
thrillriseheartless thrill rise heartless,"thrill,rise heartless（双排带极限）",A309,"【开始】300起右左两次滑点后爆第四个单点（左）
【结束】左滑点结束",B776,"【开始】769右直条后过左单点爆左直条
【结束】左单点",86.8,B776,"【开始】769右直条后过左单点爆左直条
【结束】左单点",45.5,1
tianliangyiqianshuozaijian 天亮以前说再见,天亮以前说再见,A261,"【开始】249右长滑条，按住爆条尾+左点
【结束】连续双压结束",B743,"【开始】731左长滑条按住，爆条尾+右点
【结束】连续双压结束",74,A262,"【开始】249右长滑条后，爆双点。
【结束】左条头&右单点。",37,1
tiaowudeyueguang 跳舞的月光,跳舞的月光,A137,"【开始】过散点，135左拐条1cb爆。
【结束】双直条结束。",B582,"【开始】过散点，581右拐条1cb爆。
【结束】双直条结束。",85,B582,"【开始】过散点，581右拐条1cb爆。
【结束】双直条结束。",43,1
tiaozhan 挑战,挑战,A241,"【开始】左直条后，爆右连点
【结束】左滑条结尾+右单点",B655,"【开始】左直条+右滑条后，爆左连点
【结束】连续双压结束",90,B655,"【开始】左直条+右滑条后，爆左连点
【结束】连续双压结束",48,2
Timber,Timber,A226,"【开始】左下单点后，爆双点.
【结束】左下短直条尾&右下单点.",B428,"【开始】右下单点后，爆双点.
【结束】右下单点.",65,B428,"【开始】右下单点后，爆双点.
【结束】右下单点",33,1
tingdun 停顿,停顿,B776,"【开始】右滑条后，爆左滑点&右单点。
【结束】左单点。",B878,【开始】左单点&右直条后，爆左滑点&右单点。【结束】双点。,76,B776,"【开始】右滑条后，爆左滑点&右单点。
【结束】左单点。",40,1
tothebeginning to the beginning,to the beginning,A334,"【开始】左滑条拖住,爆滑条尾&右下单点。
【结束】连续三组双点。",B805,"【开始】双直条后,过两次双点,过三个单点,爆双点。
【结束】两次短滑点后,右上单点。",87,A334,"【开始】左滑条拖住,爆滑条尾&右下单点。
【结束】连续三组双点。",44,1
