ID,SONG,DOT1,DISC1,DOT2,DISC2,DOUBLE,DOT,DISC,SINGLE,ABI
kulekule 哭了哭了,哭了哭了,A36,"【开始】29左条后，爆第三个单点（右）
【结束】右滑球",B240,"【开始】235右条后，爆左单点
【结束】右白球",54.4,B240,"【开始】235右条后，爆左单点
【结束】右白球",28.2,2
kuqizhantai 哭泣站台,哭泣站台,A395,"【开始】393右白球，过左单点，爆右二连点
【结束】双条吃完，中场",B783,"【开始】781左白球，过右单点，爆左二连点
【结束】双条吃完，歌曲结束",74.9,B783,"【开始】781左白球，过右单点，爆左二连点
【结束】双条吃完，歌曲结束",37.7,1
latitude latitude,Latitude,A137,"【开始】131左滑球后，右长条按住，爆条尾左单点
【结束】右二散点",B1069,"【开始】左单点接左长条+右单点，左长条按住爆右单点
【结束】左四连点吃到第三个点",85,A137,"【开始】131左滑球后，右长条按住，爆条尾左单点
【结束】右二散点",43,1
lettinggo letting go,Letting Go,B410,"【开始】连续条，按住403左条，爆右条
【结束】双条结束",B636,"【开始】634左滑球后，按住右条爆左条
【结束】散点倒数第二个（左）",72.2,B636,"【开始】634左滑球后，按住右条爆左条
【结束】散点倒数第二个（左）",36.8,2
lianaila 恋爱啦,恋爱啦,A205,"【开始】198右条后，爆左二连点
【结束】左单点",B290,"【开始】双压后，爆左白球
【结束】右白球",77.5,B258,"【开始】252左条+右点后爆双压
【结束】左滑球",39,2
liangliang 凉凉,凉凉（困难版）,A340,"【开始】高潮336右手条按住过4cb开爆气。
【结束】滑球后，二散点（右）结束。",B1042,"【开始】“就让情分落九尘”，爆“尘”字右手条。
【结束】连续两组条加点后第三个球（左普通球）。",84,B1042,"【开始】“就让情分落九尘”，爆“尘”字右手条。
【结束】连续两组条加点后第三个球（左普通球）。「备注」",44,1
liangxianghuan ；两相欢,两相欢,A261,"【结束】按住258左条，爆右条
【结束】左滑球后的右单点",B636,"【开始】按住633左条，爆右条
【结束】左白球后的右单点",69,B636,"【开始】按住633左条，爆右条
【结束】左白球后的右单点",34.7,1
lie lie,L.I.E,B497,"【开始】右手二连点后，爆左手白球。
【结束】条加点后，吃完左手二连点。",B557,"【开始】第二次四组二连点，爆第四组（右）。
【结束】歌曲结束，双长条。",75,B497,"【开始】右手二连点后，爆左手白球。
【结束】条加点后，吃完左手二连点。",38,1
linzhongniao 林中鸟,林中鸟（困难版）,A419,"【开始】连续两个白球，爆右手白球
【结束】左手条+右滑球后，左滑球&右普通球的双打",B706,"【开始】踩699左手条爆右手白球
【结束】连续两组滑球+普通球双打后，第三个左手普通球",72,A419,"【开始】连续两个白球，爆右手白球
【结束】左手条+右滑球后，左滑球&右普通球的双打",36,3
liuzhaonian 六兆年,六兆年と一夜物语,A277,"【开始】275左滑球后，过右单点爆左白球
【结束】右白球",B592,"【开始】590右滑球后，过左单点爆右白球
【结束】左白球",84,A277,"【开始】275左滑球后，过右单点爆左白球
【结束】右白球",42,1
lookwhatyoumademedo look what you made me do,Look What You Made Me Do,B210,"【开始】左手滑球后，爆右手普通球
【结束】散点后，第二对双打",B361,"【开始】348右手条后，爆左手滑球
【结束】歌曲结束，右手二连点后，吃完左手三连点",67,B361,"【开始】348右手条后，爆左手滑球
【结束】歌曲结束，右手二连点后，吃完左手三连点",34,2
lovecut love cut,Love Cut,A93,"【开始】右单点后，爆左二散点
【结束】散点结束（左）",B540,"【开始】右单点后，爆左二散点
【结束】散点结束（左）",70.8,B540,"【开始】右单点后，爆左二散点
【结束】散点结束（左）",35.5,1
lovegirl love girl,Love Girl,A88,"【开始】80右条后，过左右单点爆左二连点第二个
【结束】右白球",B266,"【开始】264右滑球后，过左单，爆右二连点
【结束】右二连点",72,A88,"【开始】80右条后，过左右单点爆左二连点第二个
【结束】右白球",39.5,2
lovesosoft love so soft,Love So Soft,B245,"【开始】B开连续四个滑球后，过两个散点爆右手白球
【结束】右手普通球",B399,"【开始】383右手条后，过连续三个滑球爆右手普通球
【结束】右手普通球（散点全部吃完）",68,B245,"【开始】B开连续四个滑球后，过两个散点爆右手白球
【结束】右手普通球",36,1
luozaishengminglideguang 落在生命里的光,落在生命里的光,A288,"【开始】右单点后过空气，爆右条
【结束】左单点",B356,"【开始】352右左2个滑球后，爆第3个单点（右）
【结束】右白球",60.5,B356,"【开始】352右左2个滑球后，爆第3个单点（右）
【结束】右白球",30.5,1
MAKEUP MAKE-UP,ペガサス幻想,B301,"【开始】B开第二根条（299左）按住过2cb开爆气
【结束】双打（散点全部吃完）",B591,"【开始】高潮开始，过四个单点后爆右手普通球
【结束】左手二连点后，右手二连点第一个",75,B301,"【开始】B开第二根条（299左）按住过2cb开爆气
【结束】双打（散点全部吃完）",39,1
manman 慢慢,慢慢,B462,"【开始】左单点后，过空气，爆左单点（接近双爆）
【结束】右三连点后的左单点",B500,"【开始】左单点（一爆结尾）后，爆右三连点（接近双爆）
【结束】左三连点第一个",64,B462,"【开始】左单点后，过空气，爆左单点（接近双爆）
【结束】右三连点后的左单点",33,1
maxingwo 骂醒我,骂醒我,A333,"【开始】323双条后，爆双压
【结束】双打后的第二个单点（左）",B660,"【开始】650左条后，爆右单点
【结束】双打后的第二个点（左）",66.1,B660,"【开始】650左条后，爆右单点
【结束】双打后的第二个点（左）",33.1,1
meiguihuadezangli 玫瑰花的葬礼,玫瑰花的葬礼,A124,"【开始】120右滑球，过左右2单点，爆左二连点第二个
【结束】左白球",B539,"【开始】按住532左条，爆右白球
【结束】右滑球",76.1,A124,"【开始】120右滑球，过左右2单点，爆左二连点第二个
【结束】左白球",41,1
meiyouweilai 没有未来,没有未来,A279,"【开始】272右二连点后，过右条，爆左单点
【结束】右二连点后的左单点",B472,"【开始】463左点+右条，过左点，爆双压
【结束】右二连点结束",81.2,A279,"【开始】272右二连点后，过右条，爆左单点
【结束】右二连点后的左单点",41.5,1
meiyouxuanze 没有选择,没有选择,A126,"【开始】右手三连点后，过两个散点爆左手白球
【结束】左手白球",B364,"【开始】副歌第一句中，爆左手单长条。
【结束】踩左手条按到右手滑球。",65,B364,"【开始】副歌第一句中，爆左手单长条。
【结束】踩左手条按到右手滑球。",33,1
mermaidgirl mermaid girl,Mermaid Girl,A216,"【开始】214左二连点后，爆右单点
【结束】左白球",B406,"【开始】397右条后，爆左白球
【结束】左二连点后的散点第三个（右）",66,A216,"【开始】214左二连点后，爆右单点
【结束】左白球",33,2
mimimi mimimi,Mimimi,B344,"【开始】连续四个滑球后，爆左手连续二散点（接近双爆）
【结束】散点中，左手滑球",B384,"【开始】一爆结束后，立刻爆右手滑球（接近双爆）
【结束】散点结束后，吃完右手单长条",74,B379,"【开始】副歌开始后，第二次连续两滑球后爆左手白球
【结束】左手滑球后，右手白球",40,2
mongtagi mongtagi,Mongtagi,B561,"【开始】右三连点第三个
【结束】右白球",B670,"【开始】左滑球后，左长条按住最后1cb爆气
【结束】左二连点",77.6,B670,"【开始】左滑球后，左长条按住最后1cb爆气
【结束】左二连点",39.5,1
mywu my舞,MY舞☆TONIGHT,A348,"【开始】第一次高潮后，爆左手条&右手普通球
【结束】普通球和滑球双打",B811,"【开始】第三组交互三连点，爆左手普通球
【结束】第三个右手白球",80,A348,"【开始】第一次高潮后，爆左手条&右手普通球
【结束】普通球和滑球双打",40,1
n8pm bierdege n8pm 比尔的歌,N8PM-比尔的歌,A134,"【结束】131左滑球后，爆第3个单点（右）
【结束】右白球",B307,"【开始】304右滑球后，爆第3个单点（左）
【结束】左白球",68,A134,"【结束】131左滑球后，爆第3个单点（右）
【结束】右白球",34,2
nanbanqiuyubeihaidao 南半球与北海道,南半球与北海道,A175,"【开始】右单点后爆左二连点
【结束】左白球",B453,"【开始】左单点后爆右二连点
【结束】右白球",61.4,A175,"【开始】右单点后爆左二连点
【结束】左白球",30.7,1
nidakebubi 你大可不必,你大可不必,B463,"【开始】条按住爆结尾左手点
【结束】双打",B833,"【开始】双条接左单长条后，第三组点＆条：左条＆右点按住爆右二连点
【结束】双打",84.9,B466,"【开始】457左点+右条后，过左单点，爆右白球
【结束】第一组双压",42.9,1
nilangqianqiu 逆浪千秋,逆浪千秋,A291,"【开始】289连续两个滑球后，爆右单点
【结束】右白球",B731,"【开始】729连续两个滑球后，爆右单点
【结束】右白球",77,A291,"【开始】289连续两个滑球后，爆右单点
【结束】右白球",38.5,1
niyoumeiyouguo 你有没有过,你，有没有过（100）,B474,"【开始】B开第四根长条，爆右手条&左滑球
【结束】踩右手条吃到左手第一个普通球。",B741,"【开始】双滑球后，爆左手普通球&右白球。
【结束】左手条按住，吃到右手普通球。",88,B741,"【开始】双滑球后，爆左手普通球&右白球。
【结束】左手条按住，吃到右手普通球。",45,1
oh oh,oh！,A142,"【开始】139左白球，过右单点，左条按住1cb爆
【结束】右二连点结束",B432,"【开始】429左滑球后，过2个右单点，爆左二连点
【结束】右二连点第一个",75.5,B432,"【开始】429左滑球后，过2个右单点，爆左二连点
【结束】右二连点第一个",38,1
onenightinshang one night in shang,One Night In Shang,A167,"【开始】左条后爆第二个单点（左）
【结束】右白",B605,"【开始】右手滑球后，爆右手条
【结束】右手单点",61,A167,"【开始】左条后爆第二个单点（左）
【结束】右白",32.1,1
overloved overloved,Overloved,A211,"【开始】208左白球后，过右单点，爆左滑球+右单点
【结束】双长条接近结束",B397,"【开始】395左白球后，过右单点，爆左滑球+右单点
【结束】双长条结束",73.9,A211,"【开始】208左白球后，过右单点，爆左滑球+右单点
【结束】双长条接近结束",37.7,2
oxiangwanwansui 偶像万万岁,偶像万万岁,B279,"【开始】B开四个滑球过后，爆左手二连点。
【结束】左手滑球。",B451,"【开始】右手三连点后，爆左手二连点。
【结束】右手连续二散点后，左手二连点第一个。",70,B279,"【开始】B开四个滑球过后，爆左手二连点。
【结束】左手滑球。",35,1
pajianfeihua 怕见飞花,怕见飞花,A107,"【开始】右单点后，爆右长条
【结束】右白球",B389,"【开始】左单点后，爆紧接着的左长条
【结束】左白球",55,A107,"【开始】右单点后，爆右长条
【结束】右白球",27.5,1
paleblue pale blue,Pale Blue,A327,"【开始】320左条接右单点后，右条按1cb爆（接双打双条）
【结束】右白球",A426,"【开始】421左条后，爆双打（接双条）
【结束】左单点",70.2,A327,"【开始】320左条接右单点后，右条按1cb爆（接双打双条）
【结束】右白球",35.2,1
perfecttime perfect time,perfect time,A164,"【开始】右单点后，爆双压
【结束】左单点+右滑球",B280,"【开始】右长条后，爆左滑球+右单点
【结束】双压",64,A164,"【开始】右单点后，爆双压
【结束】左单点+右滑球",32,2
playground playground,Playground,A230,"【开始】左滑球后过右手单点爆双点
【结束】右手单点",B685,"【开始】右滑球后过左手单点爆双点
【结束】左手单点",78,A230,"【开始】左滑球后过右手单点爆双点
【结束】右手单点",39,1
playwopei play我呸,Play 我呸,A472,"【开始】A段结束，左手白球+右手普通球双打（存）
【结束】同上",B531,"【开始】第二波（第三个）左手条右手滑球前二连点直接爆
【结束】右手二连点后，左手白球",90,B598,"【开始】rap结束后，第二个滑球+条，爆左滑球+右手条
【结束】踩左手条过右手白球接到右手滑球",45,1
posuiderenqingting 破碎的人请听,破碎的人请听,A87,"【开始】83右滑球后，爆第四个单点（右）
【结束】右条结束",A222,"【开始】214左条+右滑球后，右条按住2cb爆
【结束】左白球+右条结束",58.8,A222,"【开始】214左条+右滑球后，右条按住2cb爆
【结束】左白球+右条结束",30,1
Q? Q？,Q？,A239,"【开始】连续两根条+左手点后，爆双打
【结束】一波散点中，吃到双打",B499,"【开始】右手条后，一大波散点中，爆第一组双打
【结束】左手三连点后，紧接着的右手白球",94,B499,"【开始】右手条后，一大波散点中，爆第一组双打
【结束】左手三连点后，紧接着的右手白球",48,1
qianqiudiemeng 千秋迭梦,千秋迭梦,A326,"【开始】左手条按住6cb爆
【结束】左手点",A457,"【开始】左点&右条按住，过左手两个点爆左手条。
【结束】双长条尾",72.5,A457,"【开始】左点&右条按住，过左手两个点爆左手条。
【结束】双长条尾",36.5,1
qidai 期待,期待,A27,"【开始】11右手条后，爆第二对双打
【结束】踩连续两根单长条的第二根右手长条接到左手白球",B198,"【开始】182右手条后，爆第二对双打
【结束】踩连续两根单长条的第二根右手长条接到左手白球",68,B198,"【开始】182右手条后，爆第二对双打
【结束】踩连续两根单长条的第二根右手长条接到左手白球",34,2
qingniao 青鸟,青鸟,B502,"【开始】导歌最后，连续四个滑球，爆第四个（右）。
【结束】导歌第二句结束时，右手白球。",B641,"【开始】右手白球（接双打+双长条）。
【结束】条加点后右手滑球。",89,B502,"【开始】导歌最后，连续四个滑球，爆第四个（右）。
【结束】导歌第二句结束时，右手白球。",46,1
qiniandeai 七年的爱,七年的爱,B284,"【开始】左手滑球后，爆右手二连点。
【结束】连续两根单长条后的右手白球。",B354,"【开始】右手普通球后，爆左手白球。
【结束】左手普通球（倒数第二个散点）。",68,B354,"【开始】右手普通球后，爆左手白球。
【结束】左手普通球（倒数第二个散点）。",34,2
qishijingshen 骑士精神,骑士精神,A449,"【开始】446左起连续条，按住第一个条，爆第二条（右）
【结束】散点第三个（右）",B573,"【开始】566左条，右二散点后，按住下一个条，爆右二散点
【结束】左白",85.5,A449,"【开始】446左起连续条，按住第一个条，爆第二条（右）
【结束】散点第三个（右）",42.8,1
quanshini 全是你,全是你,A125,"【结束】119右点接条，爆左二连点
【结束】左滑球后的右单点",B357,"【开始】355右手单点后，爆左手白球
【结束】右滑球",64.2,B357,"【开始】355右手单点后，爆左手白球
【结束】右滑球",32,1
remembertonight remember tonight,Remember Tonight,A188,"【开始】181右条后过左滑，爆右三连点第三个
【结束】左单+右条结束",B553,"【开始】551左滑，过左单，爆双点
【结束】左条后，第一个右单",76.2,A188,"【开始】181右条后过左滑，爆右三连点第三个
【结束】左单+右条结束",38.5,1
renjianzhongzhong 人间种种,人间种种,A482,"【开始】477起第二根左条（存）
【结束】双压，中场",B748,"【开始】左手条后，爆右白球(假）
【结束】连续两根条后，双点",66.1,A373,"【开始】右滑球后，爆左单点（紧接条））
【结束】双点后，右单点",33,1
rightnow right now,Right Now*,A137,"【开始】126左手条后间奏开始，过两个滑球爆散点（左开）
【结束】倒数第二个左手白球",B731,"【开始】721左手条后，爆第二个左手普通球
【结束】第三次踩右手条接到左手普通球",70,A137,"【开始】126左手条后间奏开始，过两个滑球爆散点（左开）
【结束】倒数第二个左手白球",40,2
rollingstar rolling star,Rolling Star【20】,A399,"【开始】四个滑球后，爆右手白球。（存）
【结束】A段结束，右手普通球。",B836,"【开始】左手二连点后，爆紧接着的右手二连点第二个。
【结束】歌曲结束，左手普通球",79,B865,"【开始】左手三连点后结尾间奏，爆第二个左手普通球
【结束】右手白球（倒数第二个）",39,1
rolypoly roly poly,Roly-Poly,A150,"【开始】143右滑球，过左条，爆第二个单点（左）
【结束】右三连点结束",B489,"【开始】过左右单点，爆左条
【结束】左滑球",67.4,A150,"【开始】143右滑球，过左条，爆第二个单点（左）
【结束】右三连点结束",34.2,1
rookie rookie,Rookie,A219,"【开始】右手滑球后，爆左手单长条（存）
【结束】A段结束，左手普通球。",B533,"【开始】右手滑球后，531左手条按2cb开爆气
【结束】吃完第二次连续两组二连点（左结束）",72,B535,"【开始】踩531左手条爆右手二连点
【结束】连续两组二连点，第二组（左）第一个",36,1
ruguoyihou 如果以后,如果以后,A251,"【开始】左二连点后，过右-左-右三个点爆右单点（假）
【结束】右单点（双排一样）",B456,"【开始】右二连点后，过左-右-左三个点爆左单点
【结束】左单点（双排一样）",65,A251,"【开始】左二连点后，过右-左-右三个点爆右单点（假）
【结束】右单点（双排一样）",32.5,1
ruguozaiai 如果再爱,如果再爱,A90,"【开始】84右条，右单点后，爆右白球
【结束】左单点+右条头",A230,"【开始】左单点后，爆左单点+右条
【结束】右滑球",57.6,A90,"【开始】84右条，右单点后，爆右白球
【结束】左单点+右条头",28.9,1
run2u run2u,RUN2U,B322,"【开始】317右条后，爆左白球
【结束】左条结束",B402,"【开始】397左条后，爆右单点
【结束】右单点（散点第4个）",63.4,B402,"【开始】397左条后，爆右单点
【结束】右单点（散点第4个）",32.2,1
sanguolian 三国恋,三国恋,A176,"【结束】160右左2条后，爆右白球
【结束】散点第3个（左）",B583,"【开始】574双点后，按住左条，右条过4cb爆
【结束】左单点",73.9,A176,"【结束】160右左2条后，爆右白球
【结束】散点第3个（左）",37.3,1
santaforyou santa for you,Santa for you,A97,"【开始】91左条，过右二连点，爆左白球
【结束】左白球",B463,"【开始】462左滑球后，爆右白球，接双条
【结束】左白球",66.3,A97,"【开始】91左条，过右二连点，爆左白球
【结束】左白球",33.9,1
sanyuexinjian 三月信笺,三月信笺,A169,"【开始】164右条后，爆左白球
【结束】左二连点结束",B424,"【开始】右单点后，爆右白球
【结束】左二连点结束",56.5,A169,"【开始】164右条后，爆左白球
【结束】左二连点结束",28.5,1
shanchuwangji 删除忘记,删除忘记,A261,"【开始】258左三连点后，爆右单（存）
【结束】左条结束+右白，中场",B539,"【开始】535左条后，爆右三连点
【结束】左白",81.1,A258,"【开始】253左条后，爆左三连点
【结束】左条结束+右白，中场",40.8,1
shandian 闪电,闪电,A139,"【开始】134右条后，爆左白球
【结束】",B241,"【开始】B开，爆左滑球
【结束】第二个右单点",66.1,B241,"【开始】B开，爆左滑球
【结束】第二个右单点",33.3,1
shangxiazuoyou 上下左右,上下左右,A195,"【开始】184右条，过左单点，爆右滑球
【结束】密集区左滑球",A296,"【开始】294右滑球后，爆第二个单点（右）
【结束】左条头",88.3,A195,"【开始】184右条，过左单点，爆右滑球
【结束】密集区左滑球",46.5,1
shanjian 删减,删减,A238,"【开始】234右二连点，过左右单点，爆左白球
【结束】左二连点结束",B503,"【开始】499左二连点，过右左单点，爆右白球
【结束】右二连点结束",64,A238,"【开始】234右二连点，过左右单点，爆左白球
【结束】左二连点结束",32,1
shenmeshenme 什么什么,什么什么,A157,"【开始】连续四组二连点（右手开始）。
【结束】连续四组二连点后，左手普通球。（双排一样）",B387,"【开始】连续四组二连点（右手开始）。
【结束】连续四组二连点后，左手普通球。（双排一样）",71,A157,"【开始】连续四组二连点（右手开始）。
【结束】连续四组二连点后，左手普通球。",36,1
shingingforonething shinging for one ting,Shining For One Thing,A318,"【结束】309双点后，左短条+右长条按住，爆左短条条尾
【结束】左条结束+右白球",B819,"【开始】810双点后，左长条+右短条按住，爆右短条尾
【结束】左白球+右条结束",72.8,A318,"【结束】309双点后，左短条+右长条按住，爆左短条条尾
【结束】左条结束+右白球",36.1,1
shiori shiori,SHIORI,B638,"【开始】四组双滑球后，爆第一组双白球。（极）
【结束】右手三连点后，第一组双白球。（偷）",B822,"【开始】右手三连点后，爆左手条&右手滑球。（极）
【结束】三个散点后，双白球。（偷）",100,B638,"【开始】四组双滑球后，爆第一组双白球。（极）
【结束】右手三连点后，第一组双白球。（偷）",52,1
shitianyi 是天意,是天意,A234,"【结束】232左二连点后，爆右二连点
【结束】左白球",B535,"【结束】533右二连点，爆左二连点
【结束】右白球",65,A234,"【结束】232左二连点后，爆右二连点
【结束】左白球",32.5,1
shuixian 水仙,水仙,A501,"【开始】493两个滑球后，过6个散点爆右白球
【结束】左单点",B988,"【开始】984两个滑球后，爆第三个单点（左）
【结束】左白球",77.1,A501,"【开始】493两个滑球后，过6个散点爆右白球
【结束】左单点",39.5,1
shunzhefengdefangxiang 顺着风的方向,顺着风的方向,A269,"【开始】264右条后，爆左单点
【结束】左白球后的右单点",A331,"【开始】234左滑球后，过右条，爆左单点
【结束】左滑",87.3,A269,"【开始】264右条后，爆左单点
【结束】左白球后的右单点",44.1,1
skaterboy skater boy,skater boy,B631,"【开始】左条后，爆右二连点
【结束】左二连点第一个",B690,"【开始】左二连点后，爆右条
【结束】右白球",68.1,B690,"【开始】左二连点后，爆右条
【结束】右白球",34.1,1
sky sky,sky,A82,"【开始】开局第二次三连点后，过两个滑球爆右手普通球
【结束】两个滑球后，左手普通球",B380,"【开始】370左手条后，爆第二个左手滑球
【结束】两次三连点后，第三个左手普通球",68,A82,"【开始】开局第二次三连点后，过两个滑球爆右手普通球
【结束】两个滑球后，左手普通球",37,2
sorrysorry sorry sorry,sorry sorry,A100,"【开始】96右左2组二连点后，爆右单
【结束】左二连点第一个",A172,"【开始】166左二连点后，右条按住爆条尾+左二连点
【结束】右二连点后的左单",95.8,A100,"【开始】96右左2组二连点后，爆右单
【结束】左二连点第一个",48.5,1
sparklingdaydream sparkling daydream,Sparkling Daydream,B590,"【开始】右手单长条&左手普通球。
【结束】倒数第二个白球（左）。",B673,"【开始】右手滑球后，爆左手三连点。
【结束】白球后的右手普通球。",82,B673,"【开始】右手滑球后，爆左手三连点。
【结束】白球后的右手普通球。",43,1
stay stay,STAY,A277,"【结束】267左、右2条后，爆左二连点
【结束】右滑球",B380,"【开始】375左条后，爆左单点
【结束】散点倒数第2个（左）",80.3,A277,"【结束】267左、右2条后，爆左二连点
【结束】右滑球",40.3,1
strong strong,strong,A30,"【开始】左点+右滑球后，爆左单点
【结束】左白球",A358,"【开始】353左条后，爆左单点+右滑球
【结束】左单点，右滑球",69.1,A361,"【开始】左点+右滑球后，过左单点爆左白球
【结束】右白球",34.5,1
sweettalker sweet talker,SWEET TALKER【20、50】,A23,"【开始】开局第四个二连点（右）。
【结束】踩左手条接到右手白球。",B814,"【开始】803左手条后，爆第七个普通球（左）
【结束】第七组双长条中",82,B814,"【开始】803左手条后，爆第七个普通球（左）
【结束】第七组双长条中",41,1
takeit take it,Take it,A17,"【开始】右单点后，爆左二连点
【结束】右单点",B380,"【开始】左单点后，爆右单点
【结束】左单点",72,B380,"【开始】左单点后，爆右单点
【结束】左单点",36,1
tashouheng 他守恒,他守恒,A215,"【结束】206右滑球后，过左单点，爆右条尾
【结束】左单点",B600,"B593左滑球后，过右单点，爆左条尾
【结束】左白球",71.6,A215,"【结束】206右滑球后，过左单点，爆右条尾
【结束】左单点",46,1
telephone telephone,Telephone,A167,"【开始】第二次副歌153连续四根条后爆第四根左。 
【结束】第二个白球 （右）。",B391,"【开始】第二次副歌387连续四根条后爆第二根右。 
【结束】第二个白球 （左）。",65,A167,"【开始】第二次副歌153连续四根条后爆第四根左。 
【结束】第二个白球 （右）。",33,1
tesihezhizan 特斯河之赞,特斯河之赞,A182,"【开始】过散点（右），爆左白球，接双条（存）
【结束】双条结束，中场",B433,"【开始】334左起连续10根条，最后一条（右）按1cb爆
【结束】左白球后的右单点",70.6,A167,"【开始】过散点（左）爆右白球，接单点
【结束】双条结束",36,1
theboys the boys,The Boys,A24,"【开始】19左条后，爆右白球
【结束】右三连点第二个",B412,"【开始】410右滑球后，按住左条，爆右单点
【结束】左滑球",69.9,A24,"【开始】19左条后，爆右白球
【结束】右三连点第二个",35.3,2
thrillriseheartless thrill rise heartless,"thrill,rise heartless",A671,"【开始】632起连续7根长条后，爆第二组二连点（左）
【结束】左白球",B1397,"【开始】1361起连续7根长条后，过左单点爆左单点+右长条
【结束】左单点",91.6,A671,"【开始】632起连续7根长条后，爆第二组二连点（左）
【结束】左白球",47,3
tianliangyiqianshuozaijian 天亮以前说再见,天亮以前说再见,A278,"【开始】右滑球后，爆左单点+右长条
【结束】双压",B683,"【开始】双压后，过第一组左单点+右长条，爆左单点+右长条
【结束】双长条结尾",71.1,B683,"【开始】双压后，过第一组左单点+右长条，爆左单点+右长条
【结束】双长条结尾",35.7,1
tiaowudeyueguang 跳舞的月光,跳舞的月光,A283,"【开始】276左条+右点后，过左滑球，爆右单点
【结束】左条结束+右白球",B838,"【开始】832左条后，过左单点，爆右单点
【结束】左条结束+右单点",77,B838,"【开始】832左条后，过左单点，爆右单点
【结束】左条结束+右单点",39.5,1
tiaozhan 挑战,挑战,A205,"【开始】左单点后，右长条按住3cb爆气
【结束】左长条按住吃到右二散点",B478,"【开始】左长条后，爆右单点
【结束】左二散点",75,A205,"【开始】左单点后，右长条按住3cb爆气
【结束】左长条按住吃到右二散点",37.7,2
timber timber,Timber,B397,"【开始】踩393左手条爆右手滑球
【结束】连续两组双打后，第二个左手白球",B545,"【开始】第一组左手三连点
【结束】歌曲结束，踩左手条吃到右手第二个普通球",72,B545,"【开始】第一组左手三连点
【结束】歌曲结束，踩左手条吃到右手第二个普通球",36,1
tingdun 停顿,停顿,A394,"【开始】385左条+右滑球后，爆391右条尾+左条头（存）
【结束】左单点，A段结束",B580,"【开始】571右条后，爆左白球
【结束】左条头+右滑球",63.1,A315,"【开始】301起连续3根长条，按住第3根长条（左），爆右单点
【结束】左滑球+右条头",32,1
tothebeginning to the beginning,to the beginning,B791,"【开始】左手单长条后，爆双打（接双长条）。（假）
【结束】右手普通球（散点全部吃完）。",B866,"【开始】第二次四个滑球后，过左手点爆右手单长条。（假）
【结束】歌曲结束，双长条。",73,B866,"【开始】第二次四个滑球后，过左手点爆右手单长条。
【结束】歌曲结束，双长条。",37,1
veryveryvery very very very,very very very,A552,"【开始】546连续三次二连点后，爆双压
【结束】右条头",B941,"【开始】935连续三次二连点后，爆双压
【结束】左条头",77.6,A552,"【开始】546连续三次二连点后，爆双压
【结束】右条头",38.8,1
victory victory,Victory（困难版）,B819,"【开始】左三连点-连续两个滑球后，爆紧接着的右手二连点
【结束】连续两个白球后，左手二连点第一个",B945,"【开始】按住931左手条，右滑球后，二连点还有3cb到时爆
【结束】歌曲结束前，N个白球的最后一个左手白球",105,B945,"【开始】按住931左手条，右滑球后，二连点还有3cb到时爆
【结束】歌曲结束前，N个白球的最后一个左手白球",54,1
wadada wa da da,WA DA DA,A140,"【开始】135左条后，爆右单点
【结束】右单点",B396,"【开始】391左条后，爆右单点
【结束】左条，歌曲结束",73.5,A140,"【开始】135左条后，爆右单点
【结束】",37.1,2
wakeup wake up,Wake up！*,B313,"【开始】连续七根单长条，爆第四根（左）。
【结束】右手白球后，吃完双长条。",B441,"【开始】高潮第四波，爆连续两个右手白球。
【结束】左手条+右手白球后，吃完双长条。",96,B441,"【开始】高潮第四波，爆连续两个右手白球。
【结束】左手条+右手白球后，吃完双长条。",52,2
wang 望,望,B321,"【开始】313左手条后，过右手三连点爆左手滑球
【结束】吃完连续两组二连双打",B413,"【开始】405左手条&右滑球后，过左手二连点爆右手白球
【结束】左手条+右滑球后，过右手二连点接到左手白球",74,B413,"【开始】405左手条&右滑球后，过左手二连点爆右手白球
【结束】左手条+右滑球后，过右手二连点接到左手白球",39,2
wangfei 王妃,王妃,A122,"【开始】117左手条后，爆右手普通球
【结束】双长条后，第三个左手普通球",B446,"【开始】435双长条后，爆第二个普通球
【结束】连续两组二连点后，第二个左手滑球",69,B446,"【开始】435双长条后，爆第二个左手普通球
【结束】连续两组二连点后，第二个左手滑球",37,2
wanna wanna,Wanna,B843,"【开始】840双点后，爆第二个左单点
【结束】散点结束（右）",B1123,"【开始】1119散点，左滑球后，爆双点
【结束】左单点+右条结束",92.1,B1123,"【开始】1119散点，左滑球后，爆双点
【结束】左单点+右条结束",46.6,1
wanxiaheshaonian 晚霞和少年,晚霞和少年,A116,"【开始】113右2散点后，左条按住1cb爆
【结束】左二连点结束",B307,"【开始】302右条后，爆左白球
【结束】右二连点后，右单点",63.2,A116,"【开始】113右2散点后，左条按住1cb爆
【结束】左二连点结束",31.7,1
waytogo way to go,way to go,A200,"【开始】198双点后，过左右单点，爆左单点+右条
【结束】双点",B815,"【开始】805左右两条后，爆左条+右点
【结束】左条结束+第一个右单点",76.9,B815,"【开始】805左右两条后，爆左条+右点
【结束】左条结束+第一个右单点",38.6,1
weapon weapon,Weapon,A297,"【结束】过散点（左），爆右三连点
【结束】右白球",B853,"【开始】850右起3个单点后，爆左条+右单点
【结束】左单点",81.8,B853,"【开始】850右起3个单点后，爆左条+右单点
【结束】左单点",40.9,1
