ID,SONG,DOT1,DISC1,DOT2,DISC2,DOUBLE,DOT,DISC,SINGLE,ABI
0222xindong 0222心动,0222心动,B487,"【开始】左下12连点后，爆右下3-6四连点。
【结束】10蓝条中。",B538,"【开始】右下1-4四连点后，爆偏右上5点。
【结束】中下9蓝条中。",64,B487,"【开始】左下12连点后，爆右下3-6四连点。
【结束】10蓝条中。",32,1
4am magic 4am magic,4AM  Magic,A78,"【开始】中右下11.12连点后爆中左下13左滑蓝条 。
【结束】右侧15蓝条头 ",B210,"【开始】中左上3.4连点后，爆中右上吾5右滑蓝条 。
【结束】左侧7蓝条头。",54,B210,"【开始】中左上③④连点后，爆中右上⑤右滑蓝条。
【结束】左侧⑦蓝条头。",27,2
7710 7710,7710,A32,"【开始】左上8长绿后，爆中右上向右1.2.3.4连点。
【结束】左6蓝条尾&右7绿条头。(注意双点和交叉点）",A157,"【开始】下方9单点后，爆左上1直角蓝。
【结束】中右下9号点。",66,A32,"【开始】左上8长绿后，爆中右上向右1.2.3.4连点。
【结束】左6蓝条尾&右7绿条头。",37,2
aimei 暧昧,曖昧スクリーム,A321,"【开始】全屏④-⑩连点后过①双点，爆下方②-②双点。
【结束】中间③-③双蓝条尾。（备注）",B620,"【开始】⑪⑫连绿和①-①双点后，爆右手②下滑蓝条。
【结束】中左下⑦绿条2/3。（备注）",83,A321,"【开始】全屏④-⑩连点后过①双点，爆下方②-②双点。
【结束】中间③-③双蓝条尾。（备注）",43,1
ainishiwozuichudemengxiang 爱你是我最初的梦想,爱你是我最初的梦想,A134,"【开始】空气后，爆右下1单点。（假）（存）
【结束】A段结束：中右11单点。",B311,"【开始】中右6单点后，爆中右上7单点。（假）
【结束】B段结束：中右10单点。",41,B312,"【开始】空气后，爆右下1单点。（假）
【结束】B段结束：中右10单点。",20,1
aitouluowang 爱投罗网,爱投罗网,A114,"【开始】两次双短绿条后，爆上方⑦-⑦双点。（备注）
【结束】所有双点后，下方①单点。（双排一样）",B362,"【开始】两次双短绿条后，爆上方⑦-⑦双点。（备注）
【结束】所有双点后，下方①单点。（双排一样）",85,A114,"【开始】两次双短绿条后，爆上方⑦-⑦双点。（备注）
【结束】所有双点后，下方①单点。（双排一样）",42,2
aiwodeshihou 爱我的时候,爱我的时候,A242,"【开始】中左下1单点后， 爆左下2单点。
【结束】中下8长绿头。",B601,"【开始】中右上1单点后， 爆右上2单点。
【结束】中上8长绿头。",54,A242,"【开始】中左下1单点后， 爆左下2单点。
【结束】中下8长绿头。",27,1
aiwushe 爱无赦,爱无赦,A170,"【开始】右7蓝条接8短绿条后，爆左下9.10点蓝。
【结束】左2蓝条结束+右下3单点。",B369,"【开始】左上4绿条按住，爆最后1cb+右上5.6.7.8向下点点点绿。
【结束】右上8蓝条结束+左9单点。",68.7,A170,"【开始】右7蓝条接8短绿条后，爆左下9.10点蓝。
【结束】左2蓝条结束+右下3单点。",35,1
aizaibuyuanchu 爱在不远处,爱在不远处,A142,"【开始】右⑥绿条后，爆左下""<-""型①②连点
【结束】中间⑤单点",B308,"【开始】右⑥绿条后，爆左下 ""←""型①②连点
【结束】中间⑤单点",44.2,A142,"【开始】右⑥绿条后，爆左下""<-""型①②连点
【结束】中间⑤单点",22.1,1
alwaysonline always online,Always Online,A43,"【开始】左下⑤单点后，爆右⑥⑦⑧⑨连点。（左手按）
【结束】右上⑩蓝条尾&左上①单点。",A115,"【开始】右下④⑤连点后，爆左手⑥⑦连点。
【结束】左手①②③连点。",55,A43,"【开始】左下⑤单点后，爆右⑥⑦⑧⑨连点。（左手按）
【结束】右上⑩蓝条尾&左上①单点。",29,2
amitheonlyone am I the only one,Am  I  The only one,B188,"【开始】左上6直条
【结束】右下1.2连点结束。",B325,"【开始】中下偏右3.4连点。
【结束】左上6.7.8连点结束。",48,B188,"【开始】左上6直条
【结束】右下1.2连点结束。",24,1
anicca anicca,Anicca,A89,"【开始】右下5.6.7三连点后，爆右上8.9.10向左三连点。
【结束】右上1.2.3三连点。",B316,"【开始】右下6绿条后，爆中上1双点。
【结束】左下5.67.三连点的6单点。",56,B316,"【开始】右下6绿条后，爆中上1双点。
【结束】左下5.67.三连点的6单点。",28,1
appleisa apple is a,Apple is A,B194,"【开始】B段第二次右上①单点后，爆左上②单点。
【结束】下面②③④⑤⑥连点。（接近双爆）",B252,"【开始】一爆后第一次左上①单点后，爆右上②单点。
【结束】下面②③④⑤⑥点。（接近双爆）",66,B194,"【开始】B段第二次右上①单点后，爆左上②单点。
【结束】下面②③④⑤⑥连点。",34,2
baby baby,Baby,A143,"【开始】第二高潮，爆上面①-①双点。（假）
【结束】右上二连点。",B219,"【开始】左上①单点后，爆左下②蓝条。
【结束】左上单点后，绿条头。",55,B219,"【开始】左上①单点后，爆左下②蓝条。
【结束】左上单点后，绿条头。",28,2
babyboy baby boy,Baby Boy,B256,"【开始】左下⑥⑦散点后，爆左中向右⑧⑨⑩连点。
【结束】⑤蓝条尾&⑥绿条头。",B343,"【开始】右手②-⑥点点点点蓝后，爆中间向左①-④连点。
【结束】右下⑥蓝条尾&左下①单点。（备注）",70,B343,"【开始】右手②-⑥点点点点蓝后，爆中间向左①-④连点
【结束】右下⑥蓝条尾&左下①单点。（备注）",37,1
badgirls bad girls ,Bad Girls  ,"A242
(存）","【开始】右1.2.连点后，爆左“◊型”3蓝条存气存)
【结束】右上10单点。。",B307,"【开始】右2.3连点后，爆中下偏左“β”型4蓝条。
【结束】左4蓝条+右5单点。",71.2,B359,"【开始】左上2.3.4点点绿后，爆右上5.6.7点点蓝。
【结束】左4蓝条结束+右1单点。。",36.4,1
badhabits bad habits,Bad  Habits ,A129,"【开始】中左下⑥单点后，爆上方⑦单点
【结束】中右下⑥⑦点绿的⑦绿条头（偷）（双排一样）",B271,"【开始】中左上⑥单点后，爆下方⑦单点
【结束】中右上⑥⑦点绿的⑦绿条头（偷）（双排一样）",47,A129,"【开始】中左下⑥单点后，爆上方⑦单点
【结束】中右下⑥⑦点绿的⑦绿条头（偷）（双排一样）",26,1
badromance bad romance,Bad Romance,A130,"【开始】按住右上⑦超长花型绿条，爆结尾的左上①单点。
【结束】左上⑥单点。（备注）",B213,"【开始】B开过两单点，爆右手③④⑤连点。（左手按）
【结束】左手⑦蓝条尾。",48,B213,"【开始】B开过两单点，爆右手③④⑤三连点。（左手按）
【结束】左手⑦蓝条尾。",25,1
bailaconmingo baila conmigo,Baila  conmigo,A72,"【开始】短空气后，爆左上1直角蓝。
【结束】右下5.6.7点点绿的5号点。",B196,"【开始】左手8.9.10连点后，爆右上1下滑蓝条。
【结束】右下3直角蓝条头。（B200左手2上滑蓝条同分）",66,B196,"【开始】左手8.9.10连点后，爆右上1下滑蓝条。
【结束】右下3直角蓝条头。（备注）",33,2
baiqishi 白骑士,白骑士,A87,"【开始】主歌“美好的侧脸：后，爆右上⑦下滑蓝条。
【结束】左上⑫绿条头。（备注）",B244,"【开始】“景色也盘旋在手腕”，爆“手”：左上⑪蓝条。
【结束】左上⑨蓝条后，下面⑩-⑩双点。（偷）",63,B244,"【开始】“景色也盘旋在手腕”，爆“手”：左上⑪蓝条。
【结束】左上⑨蓝条后，下面⑩-⑩双点。（偷）",33,2
banshengchuzou 半生出走,半生出走,A101,"【开始】中左上6长绿后，爆右下1.2连点。
【结束】左手6蓝条尾。（一爆B187左下2.3连点同分）",B274,"【开始】下方右向左1-3连点后，爆左下4单点。
【结束】右上6蓝条尾。",52,B274,"【开始】下方右向左1-3连点后，爆左下4单点。
【结束】右上6蓝条尾。",26,2
baofu 包袱,包袱,,"【开始】
【结束】",,"【开始】
【结束】",,,"【开始】
【结束】",,1
barbarbar bar bar bar,Bar Bar Bar,A120,"【开始】右①②连点后，爆中下偏左型 ""↑""③④⑤连点
【结束】右⑥⑦连点",A177,"【开始】右上①②连点后，爆左下 ""\""型③④⑤向上三连点
【结束】左⑥⑦连点",67.3,A120,"【开始】右①②连点后，爆中下偏左型 ""↑""③④⑤连点
【结束】右⑥⑦连点",34,1
becausethenight because the night,Because   the  Night,A101,"【开始】中右下8螺旋长绿后，爆左上1.2连点。
【结束】左上5.6连点。（A112   1.2连点同分）",B330,"【开始】左手1长绿后，爆右下1.2连点。
【结束】右下5.6连点。（B341  1.2连点同分）",52,A101,"【开始】中右下8螺旋长绿后，爆左上1.2连点。
【结束】左上5.6连点。",26,1
bei 悲,悲,A269,"【开始】左下“♡”型6绿条按住11cb爆(存)
【结束】左10.11.12.13.14五连点，中场。",B574,"【开始】右下8绿条，按住左上1绿条，爆结尾+右上2向左蓝条。
【结束】左13蓝条结束。",62,A269,"【开始】左下“♡”型6绿条按住11cb爆(存)
【结束】左10.11.12.13.14五连点，中场。",31,1
believer believer,Believer,A140,"【开始】左上5短绿后，爆右下6.7连点。
【结束】右手9蓝条尾。",B320,"【开始】右下5短绿后，爆左上6.7连点。
【结束】左手14蓝条尾。",52,A140,"【开始】左上5短绿后，爆右下6.7连点。
【结束】右手9蓝条尾。",26,1
bemybaby be my baby,Be My Baby,A195,"【开始】左到右③-⑦四连点接蓝条爆右下⑦右滑蓝条。
【结束】⑩蓝条尾&右下①绿条头。（备注）",B413,"【开始】B开，爆上方①-①双点。
【结束】左下⑤⑥⑦连点头。（备注）",96,A195,"【开始】左到右③-⑦四连点接蓝条爆右下⑦右滑蓝条。
【结束】⑩蓝条尾&右下①绿条头。（备注）",51,1
bianhao89757 编号89757,编号89757,A303,"【开始】右上10绿条按住，爆条尾&左上1单点。
【结束】中6蓝条尾&右下7蓝条。",B698,"【开始】左下10绿条按住，爆条尾&右下1单点。
【结束】右6蓝条尾&左7蓝条。",82,A303,"【开始】右上10绿条按住，爆条尾&左上1单点。
【结束】中6蓝条尾&右下7蓝条。",41,1
biaobai 表白 ,表白,B252,"【开始】男声过后爆第四次三连点：右手向左⑩⑪⑫连点。
【结束】⑫双绿条前4cb。（备注）",B395,"【开始】菱形单点第二圈，爆中间最下③单点。
【结束】⑪双蓝条尾。（备注）",75,B395,"【开始】菱形单点第二圈，爆中间最下③单点。
【结束】⑪双蓝条尾。（备注）",39,2
biaoguoyiti 表裹一体,表裹一体,B205,"【开始】11－11双短绿后，爆上方偏中1－1双点。
【结束】左7绿条头，",B406,"【开始】右下4绿条后，爆左下5.6点蓝的6蓝条。
【结束】4－4双点。",84.6,B205,"【开始】11－11双短绿后，爆上方偏中1－1双点。
【结束】左7绿条头，",,1
bingbing bing bing,Bing Bing,B374,"【开始】桥段最后，左下①、②散点后，爆左上③单点。
【结束】左⑧⑨连点接⑩蓝条，蓝条尾。",B429,"【开始】下面⑨⑩两绿条后，副歌开，爆左①-⑤连点。
【结束】右侧⑦-⑦双点。（偷）",63,B374,"【开始】桥段末，左下①、②散点后，爆左上③单点。
【结束】左⑧⑨连点接⑩蓝条尾。",32,1
bingbing bing bing,冰冰,A153,"【开始】左下10绿条后，爆中上偏右“ ╮ ”型向下1.2.3三连点。
【结束】左下15短绿中。",B400,"【开始】左中9绿条后，爆左下“╰ ”型向上1.2.3三连点。
【结束】右上7短绿中。",58.5,B400,"【开始】左中9绿条后，爆左下“╰ ”型向上1.2.3三连点。(A153同分)
【结束】右上7短绿中。",29.4,1
blackbird black bird,Black  Bird,A162,"【开始】右8单点后，爆左上1短绿条。
【结束】右8绿条头。",B376,"【开始】右上11单点后，爆右下12向左蓝条。
【结束】中下8-13六连点的9单点。",60,B376,"【开始】右上11单点后，爆右下12向左蓝条。
【结束】中下8-13六连点的9单点。",30,1
blessu bless u,Bless  U,A143,"【开始】左下2单点后，爆中上偏右3.4.5向左三连点。
【结束】右3绿条头。",B296,"【开始】右上2单点后，爆中下偏左3.4.5向三连点
【结束】左3绿条头。",46,A143,"【开始】左下2单点后，爆中上偏右3.4.5向左三连点。
【结束】右3绿条头。",23,1
bonamana bonamana,BONAMANA,A99,"【开始】中2号双点后，爆两边向上3号双蓝。
【结束】左上2蓝条。",B248,"【开始】两个蓝条后，让3个单点爆左上4单点。
【结束】左下6蓝条。（备注）",66,A99,"【开始】中2号双点后，爆两边向上3号双蓝。
【结束】左上2蓝条。",36,2
bootymusic booty music,Booty Music,A44,"【开始】右手④⑤⑥散点后，爆左上①蓝条。
【结束】上方⑥绿条头。",B283,"【开始】左右④⑤两绿条和右手⑥蓝条后，爆左上⑦蓝条。
【结束】右下②③④连点结束。",49,B283,"【开始】左右④⑤两绿条和右手⑥蓝条后，爆左上⑦蓝条。
【结束】右下②③④连点结束。（备注）",24,2
bopeepbopeep bo peep bo peep,Bo Peep Bo Peep,A22,"【开始】爆开局第三次三连点：左手⑦⑧⑨连点。
【结束】左下⑫绿条尾&右下①单点。（备注）",B369,"【开始】左手⑩⑪散点后，爆右下向上①②③连点。
【结束】右手④蓝条尾。",61,B369,"【开始】左手⑩⑪散点后，爆右下向上①②③连点。
【结束】右手④蓝条尾。",31,2
bornthisway born this way,Born This Way,A142,"【开始】中间⑪-⑪双绿和①单点后，爆左下②单点。（存）
【结束】A段结束：右⑭绿条尾。",B274,"【开始】右手⑨绿条后，爆左上①右滑蓝条。
【结束】左上②单点。",62,B274,"【开始】副歌结束，右手⑨绿条后，爆左上①右滑蓝条。
【结束】右上④蓝条头。（非满分）（备注）",35,2
boys boys,Boys,A109,"【开始】左上①-③散点后，爆左下④单点。
【结束】左手⑦[Z]型蓝条尾&右上⑧单点。（双排一样）（备注）",B209,"【开始】左上②③散点后，爆左手④单点。
【结束】左手①[Z]型蓝条尾&右上②单点（双排一样）（备注）",60,A109,"【开始】左上①-③散点后，爆左下④单点。
【结束】左手⑦[Z]型蓝条尾&右上⑧单点。（备注）",30,2
braveheart brave heart,Brave Heart,A269,"【开始】双短绿条后，过单点，爆右上⑨⑩接蓝条。
【结束】双绿条中。",B495,"【开始】左下1单点后，爆2单点。
【结束】蓝条尾。",55,A276,"【开始】左上12短绿后，爆左下1单点。
【结束】A段结束。9-9双打",28,1
brightspring bright spring,Bright Spring,B240,"【开始】左下⑧单点后，爆左上⑨单点。
【结束】左上⑪⑫二连点。（备注）",B274,"【开始】左下⑬绿条后，爆右上①单点。
【结束】右下⑤单点接⑥绿条，绿条前2cb。",59,B275,"【开始】右上①单点后，爆右下②③④连点。
【结束】绿条后，左下①单点。",32,2
bubblepop bubble pop,Bubble Pop,A159,"【开始】左下⑫⑬⑭连点爆第三个点：⑭号。
【结束】⑬-⑬双点。（备注）",B372,"【开始】左下⑫⑬⑭连点爆第三个点：⑭号。
【结束】⑬-⑬双点。",74,B372,"【开始】左下⑫⑬⑭连点爆第三个点：⑭号。
【结束】⑬-⑬双点。",41,2
bufurenjian 不负人间,不负人间,B199,"【开始】左上②短绿后，爆中右上③下滑蓝条
【结束】右下⑨【m】蓝条5/7",B356,"【开始】左下⑧⑨点绿后，爆中右上⑩单点
【结束】右下④⑤连点",61,B199,"【开始】左上②短绿后，爆中右上③下滑蓝条
【结束】右下⑨【m】蓝条5/7",33,1
bukezudang 不可阻挡,不可阻挡,"A164
(存)","【开始】中下⑨短绿后，爆右上①②③④⑤向下五连点
【结束】中场，左⑧蓝条结束",B350,"【开始】中上⑤单点后，爆右上 ""↙""型⑥⑦⑧三连点
【结束】右⑤蓝条结束",53.3,B356,"【开始】中上⑨短绿后，爆左下 ""弧""型①②③④⑤向上五连点
【结束】⑥双绿条结束",27,1
bupo 不破,不破,A132,"【开始】中右下5单点后，爆中左下6.7点绿。
【结束】中右下8号点。",B448,"【开始】左手5绿条后，爆中右上起1-4点点点蓝。
【结束】左下6号点。",57,B448,"【开始】左手5绿条后，爆中右上起1-4点点点蓝。
【结束】左下6号点。",29,1
burstlinker burst linker,Burst  Linker,B346,"【开始】左上1绿条后，爆右下角2单点。
【结束】右下角2单点。",B633,"【开始】左下6绿条后，爆左上7蓝条。
【结束】右下6单点。",83,B633,"【开始】左下6绿条后，爆左上7蓝条。
【结束】右下6单点。",42,1
buru 不如,不如,A116,"【开始】左下7单点后，爆右下8右滑蓝条。
【结束】左下4&右上4双点。(注意爆气中双点)",B296,"【开始】右下8右滑蓝条后，爆左上起123交互连点。
【结束】左下6&右下6双点。",60,A116,"【开始】左下7单点后，爆右下8右滑蓝条。
【结束】左下4&右上4双点。",30,1
butterfly butterfly,Butter fly,A262,"【开始】⑥⑦⑧三散点后，爆左下⑨蓝条。
【结束】上面⑨-⑨双绿前4cb。（双排一样）",B643,"【开始】⑥⑦⑧三散点后，爆左下⑨蓝条。
【结束】上面⑨-⑨双绿前4cb。（双排一样）",81,A262,"【开始】⑥⑦⑧三散点后，爆左下⑨蓝条。
【结束】上面⑨-⑨双绿前4cb。（双排一样）",41,1
buxihuanxiayutian 不喜欢下雨天,不喜欢下雨天,B233,"【开始】中右下1单点后， 爆右下向上2.3.4连点。
【结束】左手5蓝条。4/5.（一爆B376右下向上2.3.4点点蓝同分）",B336,"【开始】右下1单点后， 爆右上向左2.3.4点点蓝。
【结束】右手5蓝条尾",66,B336,"【开始】右下1单点后， 爆右上向左2.3.4点点蓝。
【结束】右手5蓝条尾",33,1
buzuibuhui 不醉不会,不醉不会,A152,"【开始】副歌开始，右上短①绿条按住，爆左上长②蓝条。
【结束】右手⑪蓝条尾&左下⑫绿条头。",B250,"【开始】下方⑩绿条后，让过⑪单点，爆右下⑫单点。
【结束】右手②蓝条尾&左下③绿条头。",57,A152,"【开始】副歌开始，右上①绿条按住，爆左上②蓝条。
【结束】右手⑪蓝条尾&左下⑫绿条头。（非满分）（备注）",31,2
caibutou 猜不透,猜不透,A246,"【开始】右下1绿条后，爆左下2蓝条
【结束】右8单点。中场。",B409,"【开始】左上9绿条后，爆右上10蓝条。
【结束】左3单点。",48,A246,"【开始】右下1绿条后，爆左下2蓝条
【结束】右8单点。中场。",24,1
candypop candy pop,Candy Pop,A185,"【开始】右上⑧⑨点绿后，爆下方①-①双点。（极）
【结束】下方⑦-⑦双点。（偷）（备注）",B244,"【开始】B开，爆下方①-①双点。
【结束】右下⑦绿条头。",68,B244,"【开始】B开，爆下方①-①双点。
【结束】右下⑦绿条头。",34,1
caomeishufulei 草莓舒芙蕾,草莓舒芙蕾,A121,"【开始】左7绿条后，爆右8弧形向左上蓝条。
【结束】左2蓝条尾+中右下3单点。",B442,"【开始】右下11绿条后，爆左下弧形向右上1蓝条。
【结束】左上6单点。",85,A121,"【开始】左7绿条后，爆右8弧形向左上蓝条。
【结束】左2蓝条尾+中右下3单点。",43,1
castlewalls castle walls,Castle Walls,A68,"【开始】左上8单点后，爆右下“”型向左9.10.11点点蓝。
【结束】右1.2.3.4.5.五连点。",A114,"【开始】左下6.7点绿后，爆中下偏右起“㇕”型向左8.9.10.11.12五连点。
【结束】右1.2.3三连点的1单点。",61.7,A114,"【开始】左下6.7点绿后，爆中下偏右起“㇕”型向左8.9.10.11.12五连点。
【结束】右1.2.3三连点的1单点。",31,1
cengjingnishuo 曾经你说,曾经你说,A149,"【开始】右上2单点后，爆中右下3.4点绿。
【结束】左上14单点。",B314,"【开始】左下2单点后，爆中左上3.4点绿。
【结束】右下14单点。",54,B314,"【开始】左下2单点后，爆中左上3.4点绿。
【结束】右下14单点。",27,2
chanadeguomei 刹那の果羙,刹那の果,B769,"【开始】下方偏左5-5双绿按住，爆最后1cb.
【结束】下方11-11双点。",B902,"【开始】中右上1-1双短绿后，爆下方2-2双蓝。
【结束】上方4-4双点。（备注）",98,B902,"【开始】中右上1-1双短绿后，爆下方2-2双蓝。
【结束】上方4-4双点。（备注）",50,1
change change,chAngE,A97,"【开始】左到右⑥-⑪五连点接绿条后，爆右下⑭单点。
【结束】⑩绿条尾&右上①单点。（备注）",B549,"【开始】左下⑩绿条和⑪单点后，爆右上向左①②③连点。
【结束】中间②-⑤弧形连点的④号点。（备注）",77,B549,"【开始】左下⑩绿条和⑪单点后，爆右上向左①②③连点。
【结束】中间②-⑤弧形连点的④号点。（非满分）（备注）",39,1
change!myworld change!my world,CHANGE!MY WORLD,A262,"【开始】右上9.10点绿，按住10绿条爆结束+左中下11.12.13向右三连点接14蓝条。
【结束】上方9－13五连点。",B640,"【开始】左下1.2绿条，按住2绿条爆结尾+右上3.4.5向左三连点接6蓝条。
【结束】下方1－5五连点。",77,A262,"【开始】右上9.10点绿，按住10绿条爆结束+左下11.12.13向右三连点接14蓝条。
【结束】上方9－13五连点。",39,1
chaoxilianshangyueliang 潮汐恋上月亮,潮汐恋上月亮,A185,"【开始】左上短6绿条后，爆偏右上1单点。
【结束】偏左4.5连点的4点。",B362,"【开始】左短6绿条后，爆偏右上1单点。
【结束】偏左4.5连点的4点。",53,A185,"【开始】左上短6绿条后，爆偏右上1单点。
【结束】偏左4.5连点的4点。",27,1
checkmate checkmate,Checkmate,B150,"【开始】左下⑤蓝条和右下①单点后，爆右下②单点。
【结束】左手④蓝条尾。（双排一样）（备注）",B194,"【开始】左上⑧绿条和左下①单点后，爆左下②单点。
【结束】右手④蓝条尾。（双排一样）（备注）",54,B194,"【开始】左上⑧绿条和左下①单点后，爆左下②单点。
【结束】右手④蓝条尾。（双排一样）（备注）",27,2
chenmoguayan 沉默寡言,沉默寡言,A105,"【开始】右侧5号蓝条后，爆左上6号单点。
【结束】左上3号单点。",B292,"【开始】左侧5号蓝条后，爆右下6号单点。
【结束】右下3号单点。",48,A105,"【开始】右侧5号蓝条后，爆左上6号单点。
【结束】左上3号单点。",24,2
chenxiang 沉香,沉香,B282,"【开始】左8短绿后，爆左上“↓”型9蓝条。
【结束】中上1单点。",B333,"【开始】左下9绿条后，爆左上1单点。（假）
【结束】右2.3连点。",42.6,B282,"【开始】左8短绿后，爆左上“↓”型9蓝条。
【结束】左上1单点。",21.8,2
chiling 赤伶,赤伶,A158,"【开始】右中上2单点后，爆中右下3单点。
【结束】左下5蓝条尾。",B385,"【开始】左上2单点后，爆左下3单点。
【结束】左手5蓝条尾。",50,B385,"【开始】左上2单点后，爆左下3单点。
【结束】左手5蓝条尾。",25,1
chitimelapse 驰 tim elapse,驰 Timelapse,A143,"【开始】左上5【N】长绿按住，爆右上6单点。
【结束】中左下4单点。",A191,"【开始】右下10.11连点后，爆上方向左1开头连点。
【结束】两侧12双绿2/3.",73,A191,"【开始】右下10.11连点后，爆上方向左1开头连点。
【结束】两侧12双绿2/3.",43,2
choubaguai 丑八怪,丑八怪,B231,"【开始】按住中间⑥绿条，爆结尾的右手①单点。
【结束】左上⑥绿条尾&右上⑦绿条头。",B278,"【开始】右上⑤-⑦点点绿条后，爆左下①单点。
【结束】中间④-⑥点点绿的绿条头。",53,B278,"【开始】右上⑤-⑦点点绿条后，爆左下①单点。
【结束】中间④-⑥点点绿的绿条头。",27,2
chuangqianmingyueguan 窗前明月光,窗前明月光,A139  (存) ,"【开始】右7短绿后，爆左上1单点。（存）
【结束】中场，右上7.8连点。",B168 ,"【开始】中下3单点后，爆中上偏左“←”型4.5.6三连点。
【结束】右7绿条头。",46.1,B203,"【开始】右1单点后，爆中间偏左2单点。（假）（B166同分）
【结束】右下5.6连点。",23,1
chuchuyihan 处处遗憾,处处遗憾,A99,"【开始】空气后，爆左上1单点。
【结束】右上5单点。",B212,"【开始】空气后，爆右下1单点。
【结束】左下5单点。",54,A99,"【开始】空气后，爆左上1单点。
【结束】右上5单点。",27,2
chuji 触及,触及,A238,"【开始】右下11长绿后，爆左侧1单点。
【结束】左上1.2.3连点。（双排一样）",B480,"【开始】左上11长绿后，爆右侧1单点。
【结束】右上1.2.3连点。（双排一样）",68,A238,"【开始】右下11长绿后，爆左侧1单点。
【结束】左上1.2.3连点。（双排一样）",34,1
clear clear,CLEAR,A195,"【开始】右手①-④连点后，爆左手⑤-⑧点点点蓝。
【结束】左上①②连点。（双排一样）（备注）",B454,"【开始】左手①-④连点后，爆右手⑤-⑧点点点蓝。
【结束】右下①②连点。（双排一样）（备注）",90,A195,"【开始】右手①-④连点后，爆左上到下⑤-⑧点点点蓝。
【结束】左上①②连点。（双排一样）（备注）",45,1
close close,CLOSE,A89,"【开始】右下6单点后，爆中右7单点。
【结束】上方1.2.3连点",B264,"【开始】左上6单点后，爆中左7单点。
【结束】下方1.2.3连点",54,B264,"【开始】左上6单点后，爆中左7单点。
【结束】下方1.2.3连点",27,1
congqianshuo 从前说,从前说,A134,"【开始】左上①单点后，爆左中单点
【结束】右上⑦⑧⑨三连点",B267,"【开始】右下⑥绿条后，爆左下①单点
【结束】右上⑤单点",48,B267,"【开始】右下⑥绿条后，爆左下①单点
【结束】右上⑤单点",24.5,2
cradles cradles,Cradles,A131,"【开始】右上3单点后，爆左上4单点。
【结束】右下8单点。",B490,"【开始】左下3单点后，爆中上偏右“↗”型4.5.6三连点。
【结束】右9.10.11.12.13五连点的11单点。",54.6,B490,"【开始】左下3单点后，爆中上偏右“↗”型4.5.6三连点。
【结束】右9.10.11.12.13五连点的11单点。",27.8,1
crazy crazy ,Crazy,A211,"【开始】右下①②③三连点后，爆中间偏左④单点
【结束】左⑩⑪⑫三连点",B427,"【开始】右下①②③三连点后，爆中间偏左④单点
【结束】左⑩⑪⑫三连点",62,A211,"【开始】右下①②③三连点后，爆中间偏左④单点
【结束】左⑩⑪⑫三连点",31,1
crea crea,Crea,A419,"【开始】左“β”型1蓝条后，爆中下偏右1.2原地连点(存)
【结束】左上11.12原地连点。",B461,"【开始】 B开，爆中上偏右1蓝条
【结束】右下1.2连点。",105,B469,"【开始】B开，过1.2蓝条，按住右下3蓝条，爆结尾+左上4蓝条。
【结束】左5-13交叉九连点的12单点。",56,1
crossingfield crossing field,"Crossing Field
【100】",B379,"【开始】右下③右滑蓝和右上④单点后，爆中右上⑤单点。
【结束】③-③双蓝尾。（双排一样）（备注）",B439,"【开始】左下③左滑蓝和左上④单点后，爆中左上⑤单点。
【结束】③-③双蓝尾。（双排一样）",76,B439,"【开始】左下③左滑蓝和左上④单点后，爆中左上⑤单点。
【结束】③-③双蓝尾。（双排一样）",38,1
crush crush ,Crush,B212,"【开始】中右下4单点后，爆左下起5【3】蓝条。
【结束】右上1单点。",B254,"【开始】中右上3单点后， 爆中右下4单点，
【结束】中右7单点。",53,B254,"【开始】中右上3单点后， 爆中右下4单点，
【结束】中右7单点。",27,1
cucjillthoi cu cjill thoi,cu  cjill thoi,B238,"【开始】左下7绿条后，爆中右上向右1-3点点蓝。
【结束】左下连点的2号点。（注意双点双绿条）",B293,"【开始】下方4长绿后，爆右上向左5.6.7点点蓝。
【结束】左上连点的5号点。",73,B266,"【开始】下方两侧10-11双短绿后，爆中左1下滑蓝条。
【结束】11-11螺旋双蓝尾。",39,2
cuoweishikong 错位时空,错位时空,B187,"【开始】右上2（N）长绿后，吧左下3｛ω｝蓝条。
【结束】右侧4.5.6点点绿的6绿条头。",B245,"【开始】左下7波浪长绿后，爆右上1.2连点。
【结束】右下6单点。",51,B187,"【开始】右上2（N）长绿后，吧左下3｛ω｝蓝条。
【结束】右侧4.5.6点点绿的6绿条头。",26,2
d.t.m. d.t.m.,D.T.M.,A44,"【开始】右②蓝条后，爆左上""↓""型⑧蓝条
【结束】右下⑥单点",B213,"【开始】左下①②单点后，爆中下偏左""→""型①②连点
【结束】左③④⑤三连点",56.5,B213,"【开始】左下①②单点后，爆中下偏左""→""型①②连点
【结束】左⑩⑪⑫三连点",29,1
dainiqulvxing 带你去旅行,带你去旅行,A57,"【开始】上方⑧⑨散点后，爆右下⑩单点。（左手按）
【结束】右手⑦蓝条尾。（备注）",B212,"【开始】上方①②散点后，爆右下③单点。（左手按）
【结束】右手⑦蓝条尾。（备注）",54,B212,"【开始】上方①②散点后，爆右下③单点。（左手按）
【结束】右手⑦蓝条尾。（备注）",27,2
