ID,SONG,DOT1,DISC1,DOT2,DISC2,DOUBLE,DOT,DISC,SINGLE,ABI
getout get out,GET  OUT,A164,"【开始】左边10绿条后，爆右上1.2.3连点第一个
【结束】右上8蓝条中间。",B312,"【开始】左边10绿条后，爆右上1.2.3连点第一个。
【结束】右上8蓝条中间。",54,A164,"【开始】左边10绿条后，爆右上1.2.3连点第一个
【结束】右上8蓝条中间。",27,1
geyao 歌谣,歌谣,B233,"【开始】中下⑬绿条后，爆左下①单点。（假）
【结束】右手④⑤⑥连点。",B363,"【开始】上方⑥⑦两绿条后，爆上方①-①双点。
【结束】左手⑤⑥⑦连点。（备注）",49,B363,"【开始】上方⑥⑦两绿条后，爆上方①-①双点。
【结束】左手⑤⑥⑦连点。（备注）",26,1
giel. Giel.,Giel.,A142,"【开始】中上6.7连点后，爆右下1－6连点。
【结束】左上5蓝条。",B443,"【开始】中下6.7连点后，爆左上1起6连点。
【结束】左10，11连点。",63,B443,"【开始】中下6.7连点后，爆左上1起6连点。
【结束】左10，11连点。",32,1
given given,Given,A213,"【开始】中上偏左5短绿条后，爆右下123点点绿条。
【结束】8号点。",B500,"【开始】中上偏左5短绿条后，爆右下123点点绿条。
【结束】8号点。",50,A213,"【开始】中上偏左5短绿条后，爆右下123点点绿条。
【结束】8号点。",25,1
gogo go go,GO  GO,A171,"【开始】右上11点，爆偏右12点
【结束】右1蓝条结束+左2点。",B481,"【开始】左5.6.7.8四连点后，爆右下1上滑蓝条。
【结束】右8蓝条结束+左1点。(快结束）注意左8绿后右一个单点",74,B481,"【开始】左5.6.7.8四连点后，爆右下1上滑蓝条。
【结束】右8蓝条结束+左1点。",37,1
googtime good time,Good Time,A142,"【开始】左手①-③散点后，爆左上方④单点。
【结束】中间③蓝条尾。",B278,"【开始】右手①②散点后，爆右下③蓝条。（左手按）
【结束】左下⑤[β]型蓝条5/7。",68,A142,"【开始】左手①-③散点后，爆上方④单点。
【结束】中间③蓝条尾。",37,2
guaiwu 怪物,怪物,A117,"【开始】中右上③单点后，爆右上向下④⑤连点
【结束】右手⑫ ⑬ ⑭ 连点（双排一样）",B322,"【开始】中右上③单点后，爆右上向下④⑤连点
【结束】右手⑫ ⑬ ⑭ 连点（双排一样）",62,A117,"【开始】中右上③单点后，爆右上向下④⑤连点
【结束】右手⑫ ⑬ ⑭ 连点（双排一样）",31,1
guangquan 光圈,光圈,A143,"【开始】右下3绿后，爆左下1点。
【结束】偏右6点。",B283,"【开始】左上6点后，爆左7蓝条。
【结束】左上8蓝条尾。",48,B283,"【开始】左上6点后，爆左7蓝条。
【结束】左上8蓝条尾。",25,1
guanjitixing 关机提醒,关机提醒,B164,"【开始】右4短绿条后，爆左中5.6.7向右三连点。
【结束】左4.5连点。",B241,"【开始】右3单点后，爆右下4.5连点。
【结束】左8蓝条结束。",53,B241,"【开始】右3单点后，爆右下4.5连点。
【结束】左8蓝条结束。",27,2
guanjiyouguanji 关机又关机,关机又关机,A81,"【开始】中右下5单点后，爆右下6上滑蓝条。
【结束】中右上1单点。",A119,"【开始】左下3短绿条后，爆左上向右4-8连点接蓝条。
【结束】右手1-3连点的1号点。",60,A119,"【开始】左下3短绿条后，爆左上向右4-8连点接蓝条。
【结束】右手1-3连点的1号点。",30,1
guduomiandian 孤独面店,孤独面店,A188,"【开始】中下偏右④单点后，爆右下⑤单点
【结束】中场，中下⑧⑨⑩三连点",B279,"【开始】中上偏左④单点后，爆左上⑤单点
【结束】左②③④三连点",54,B279,"【开始】中上偏左④单点后，爆左上⑤单点
【结束】左②③④三连点",27,2
guizejiushiyonglaidapode 规则就是用来打破的,规则就是用来打破的,A46,"【开始】左下②右滑蓝条后，爆右上起③【ε】蓝条
【结束】左下起①②③连点的①号点",B369,"【开始】左中⑧单点后，爆左上⑨短绿
【结束】B段结束，左上起⑧【ω】蓝条尾",58,A46,"【开始】左下②右滑蓝条后，爆右上起③【ε】蓝条
【结束】左下起①②③连点的①号点",30,1
gulouguawen 孤陋寡闻,孤陋寡闻,A102,"【开始】右下9单点后，爆左下10号(向上“3“行)蓝条。
【结束】左下10号蓝条中。",B300,"【开始】左下1.2连点后，爆右上3单点。
【结束】右上3单点。",59,A102,"【开始】右下9单点后，爆左下10号(向上“3“行)蓝条。
【结束】左下10号蓝条中。",29,2
guowanghuanghou 国王皇后,国王皇后,A80,"【开始】右下5绿'1单点后，爆左下2.3连点。
【结束】右下6单点。",B233,"【开始】右2.3.4三连点后，爆左上5单点。
【结束】左1.2连点。",52.7,B233,"【开始】右2.3.4三连点后，爆左上5单点。
【结束】左1.2连点。",26.7,1
guoyueliang 过月亮,过月亮,A175,"【开始】右下5短绿后，爆中上偏左5单点。
【结束】右下m型11蓝条结束+左上1单点。",B264,"【开始】左上7.8连点后，爆右下←9蓝条。
【结束】左“3”型蓝条中。",65,B264,"【开始】左上7.8连点后，爆右下←9蓝条。
【结束】左“3”型蓝条中。",33,1
gurengui 归人归,故人归,A217,"【开始】左6短绿后，爆中上偏左1单点。
【结束】中场，右上7单点。",B319,"【开始】右6单点后，爆中下偏左“↑”型7.8连点。（假）
【结束】左下1.2连点。",56.4,B319,"【开始】右6单点后，爆中下偏左“”型7.8连点。(假)
【结束】左下1.2连点。",28.9,2
gushuhuixiang 古蜀回响,古蜀回响,A169,"【开始】右下⑤⑥点绿后，爆中上偏左①单点
【结束】左下④⑤连点",B406,"【开始】右下⑤⑥点绿后，爆中上偏左①单点
【结束】左下④⑤连点",48.2,A169,"【开始】右下⑤⑥点绿后，爆中上偏左①单点
【结束】左下④⑤连点",24.1,1
hackingtothegate hacking to the gate,Hacking to the Gate,A292,"【开始】右上⑦长绿后过①②散点，爆中间③④两组双点。
【结束】①-④交叉连点的③号点。（双排一样）（备注）",B598,"【开始】右上⑦长绿后过①②散点，爆中间③④两组双点。
【结束】①-④交叉连点的③号点。（双排一样）（备注）",94,A292,"【开始】右上⑦长绿后过①②散点，爆中间③④两组双点。
【结束】①-④交叉连点的③号点。（双排一样）（备注）",47,1
hairtie hair tie,Hair tie,A121,"【开始】右①②点绿后，爆中上偏左 ""↑""型③④连点
【结束】右下⑥⑦⑧三连点",B249,"【开始】右①②点绿后，爆中下偏右 ""↑""型③④连点
【结束】左上⑥⑦⑧三连点",52,A121,"【开始】右①②点绿后，爆中上偏左 ""↑""型③④连点
【结束】右下⑥⑦⑧三连点",26,1
hallomeiyit hallo每一天,hallo每一天,B183,"【开始】左下3点4绿后，爆右上1点。
【结束】中左下4绿条尾。",B219,"【开始】左边8点9绿后，爆中右下123连点。
【结束】左5点。",55,B219,"【开始】左边8点9绿后，爆中右下123连点。
【结束】左5点。",28,2
hallommig hall om mig,Håll om mig,B180,"【开始】B开，①②单点后，爆中下偏右③单点
【结束】左下9蓝条结束。",B299,"【开始】右上""┑""型⑨绿条后，爆左下①单点
【结束】左上5单点。",45.6,B299,"【开始】右上""┑""型⑨绿条后，爆左下①单点
【结束】左上5单点。",23.9,2
haobubaoliu 毫不保留,毫不保留,B269,"【开始】左上⑥⑦连点后，爆右上 ""←""型⑧⑨连点
【结束】右⑤蓝条结束",B393,"【开始】右⑤短绿后，爆左下 ""3""型⑥向上蓝条
【结束】右""E""型⑦蓝条头",63.8,B393,"【开始】右⑤短绿后，爆左下 ""3""型⑥向上蓝条
【结束】右""E""型⑦蓝条头",33.9,2
haojiubujian 好久不见,好久不见,B326,"【开始】右侧7单点后，爆左上8单点。
【结束】上方3.4.5点点绿的5绿条头。",B356,"【开始】下方2单点后，爆右手3单点。
【结束】左上10单点。",49,B356,"【开始】下方2单点后，爆右手3单点。
【结束】左上10单点。",25,1
haoxiangbaozhuni 好像抱住你,好想抱住你,A167,"【开始】右3.4连点后，爆中下偏左5.6连点。
【结束】右上1单点。",B351,"【开始】左3.4连点后，爆中上偏右5.6连点，
【结束】左下1单点。",52,A167,"【开始】右3.4连点后，爆中下偏左5.6连点。
【结束】右上1单点。",26,1
haoxiangdashengshuoxihuanni 好像大声说喜欢你,好想大声说喜欢你,A150,"【开始】⑩-⑩双绿后，左手①-⑤折连点爆②号点。（极）
【结束】⑦-⑦双点。（偷）（备注）",B405,"【开始】⑩-⑩双绿后，爆右手①-⑤折连点。（假）
【结束】⑥-⑥双点。（备注）",70,A150,【开始】⑩-⑩双绿后，左手①-⑤折连点爆②号点。（极）                                                    【结束】⑦-⑦双点。（偷）（备注）,36,1
heartshaker heart shaker,Heart  Shaker,A83,"【开始】右8绿条后，爆下方1双点偏右。
【结束】右上7.8连点。",A271,"【开始】左1单点，左2单点后，爆左3单点。
【结束】右4蓝条结束。",61,A271,"【开始】左1单点，左2单点后，爆左3单点。
【结束】右4蓝条结束。",31,1
heawushi hea舞狮,HEA狮舞,A116,"【开始】左中3绿条+右4点后，爆中下5单点。
【结束】左下蓝条结束+右上3单点。",B228,"【开始】右8.9.10点点绿条，按住爆绿条尾+左1向下蓝条
【结束】左5点。",74,A116,"【开始】左中3绿条+右4点后，爆中下5单点。
【结束】左下蓝条结束+右上3单点。",37,2
heianqishi 黑暗骑士,黑暗骑士,A116,"【开始】沉默后，让过右手①②散点，爆左下③单点。
【结束】左下⑦单点。（备注）",B324,"【开始】左下⑫长绿后，让过①②散点，爆右下③单点。
【结束】左下⑦单点。（备注）",60,B324,"【开始】左下⑫长绿后，让过①②散点，爆右下③单点。
【结束】左下⑦单点。（备注）",31,2
herewithyou here with you,Here with You,A114,"【开始】副歌开始，两边①-①双点。
【结束】双蓝条后，下面④单点。",B230,"【开始】第一次副歌开，爆两边①-①双点。
【结束】下方④单点。",70,B230,"【开始】第一次副歌开，爆两边①-①双点。
【结束】下方④单点。",36,2
hero hero,Hero,B182,"【开始】B开；左上1.2.3连点，
【结束】左下4.5.6连点。",B214,"【开始】左上1单点后，爆右上向下2.3.4连点、
【结束】右上6.7.8连点。",51,B182,"【开始】B开；左上1.2.3连点，
【结束】左下4.5.6连点。",26,1
heybabynishiwode hey baby 你是我的,Hey Baby 你是我的【20】,B247,"【开始】B开让过①②③绿点绿，爆中右下④单点。
【结束】左手⑧⑨⑩连点。（双排同分）（备注）",B402,"【开始】①②蓝条后过③④⑤散点，爆左下⑥单点。
【结束】右手②蓝条尾。（双排同分）（备注）",58,B402,"【开始】①②蓝条后过③④⑤散点，爆左下⑥单点。
【结束】右手②蓝条尾。（双排同分）（备注）",29,1
heymr.big hey mr.big,Hey Mr.BiG,A84,"【开始】左2.3点绿后，过右上1点。爆右2“Γ”蓝条
【结束】右5.6连点的5点。",A225,"【开始】按住偏左4绿条，爆结尾+右5“p”型蓝条。
【结束】右7蓝条结束。",75,A84,"【开始】左2.3点绿后，过右上1点。爆右2“Γ”蓝条
【结束】右5.6连点的5点。",38,1
hip hip,Hip,,"【开始】左上7短绿后，爆中上偏右“→”型1.2.3连点。（假）
【结束】右4蓝条结束。",B219,【开始】左下7.8连点后，爆右上1单点。（接近双爆） 【结束】中下6单点。,50.9,B219,"【开始】左下7.8连点后，爆右上1单点。
【结束】中下6单点。",26,1
history history,History,B298,"【开始】291右下向上1.2.3连点后过4点和5左下绿条，爆偏右下6点。
【结束】左斜向上5.6.7三连点吃完。",B470,"【开始】 465左斜向下8.9.10点点绿后，爆右上向下1起五连点。
【结束】偏右上5.6.7斜向左三连点吃完。",63,B298,"【开始】291右下向上1.2.3连点后过4点和5左下绿条，爆偏右下6点。
【结束】左斜向上5.6.7三连点吃完。",32,1
hola hola,Hola,A106,"【开始】左上⑥单点后，爆中上⑦单点。
【结束】左上①蓝条尾。（一爆A107右上8蓝条同分）",B236,"【开始】左下⑤⑥⑦连点后，爆右上⑧右滑蓝条。
【结束】中间③蓝条尾。",60,B236,"【开始】左下⑤⑥⑦三连点后，爆右上⑧右滑蓝条。
【结束】中间③蓝条尾。",32,2
houzhihoujue 后知后觉,后知后觉（非压爆带极限）,A117,"【开始】中右上⑥短绿后，爆左上①单点
【结束】右下⑥短绿头（备注）",B293,"【开始】右下⑦单点后，爆中右上向左①②③连点
【结束】右下⑦⑧连点",51,B293,"【开始】右下⑦单点后，爆中右上向左①②③连点
【结束】右下⑦⑧连点",26,2
huanghun 黄昏,黄昏,A147,"【开始】左上8单点后，爆中上9点。
【结束】右下6绿条头。",B443,"【开始】左上8单点后，爆中上9点。
【结束】右下6绿条头。",54,A147,"【开始】左上8单点后，爆中上9点。
【结束】右下6绿条头。",27,1
huanxiang 幻想,幻想,B168,"【开始】左上8单点后，爆中上1单点。
【结束】右5678连点。",B238,"【开始】右下绿条后，爆左上1起五连点。
【结束】左下5单点。",60,B168,"【开始】左上8单点后，爆中上1单点。
【结束】右5678连点。",32,2
huanxiang 幻想,幻想,B168,"【开始】左上8单点后爆中上1单点。
【结束】右5.6.7.8吃完。",B238,"【开始】右下绿条后爆左上1起五连点，。
【结束】左下5单点。",59,B168,"【开始】左上8单点后爆中上1单点。
【结束】右5.6.7.8吃完。",32,2
huanyoushikong 幻游时空,环游时空,A125,"【开始】偏右1点后，爆右上2.3连点。
【结束】右7蓝条结束+左8点。",B302,"【开始】偏右1点后，爆右上2.3连点，
【结束】右7蓝条结束+左8点。",58,A125,"【开始】偏右1点后，爆右上2.3连点。
【结束】右7蓝条结束+左8点。",29,2
huhuannidemingzi 呼唤你的名字,呼唤你的名字,A169,"【开始】中左上⑧长绿后，爆右下向左①②连点
【结束】中右下⑦长绿头（双排一样）",B478,"【开始】中右下⑧长绿后，爆左上向右①②连点
【结束】中左上⑦长绿头（双排一样）",60,A169,"【开始】中左上⑧长绿后，爆右下向左①②连点
【结束】中右下⑦长绿头（双排一样）",30,1
huima 会吗,会吗,B428,"【开始】左上8单点后，爆中上9单点。
【结束】右下6绿条头。",B487,"【开始】左5.6.7点点绿后，爆中上8.9.10点点绿
【结束】右2蓝条结束+左3单点。",81,B487,"【开始】左5.6.7点点绿后，爆中上8.9.10点点绿
【结束】右2蓝条结束+左3单点。",41,1
hundunshijie 混沌世界,馄饨世界,A129,"【开始】偏左2点后，爆偏右3点。
【结束】左上456连点。",B215,"【开始】左4点后，爆中下567连点。
【结束】左上1点。",52,A129,"【开始】偏左2点后，爆偏右3点。
【结束】左上456连点。",26,2
huohua 火花,火花,B423,"【开始】两边⑥-⑥双绿后，副歌开，爆上面①-①双点。
【结束】左上⑦绿条头。（双排一样）",B483,"【开始】左上⑦绿条后，副歌开始，爆上面①-①双点。
【结束】右上⑦绿条头。（双排一样）",65,B423,"【开始】两边⑥-⑥双绿后，副歌开，爆上面①-①双点。
【结束】左上⑦绿条头。（双排一样）",32,1
iamd I am d,I  AM  D,A43,"【开始】左手2单点后爆中右下起3起连点。                                            
【结束】下方3蓝条尾.",B228,"【开始】左手2单点后爆中右下起3起连点。                                            
【结束】下方3蓝条尾.",61,B228,"【开始】左手2单点后爆中右下起3起连点。                                            
【结束】下方3蓝条尾.",31,2
idon't i don't,I Don't,B176,"【开始】右下2短绿后,爆中左上3左滑蓝条 。
【结束】右中上7单点 。",B275,"【开始】右上2短绿后,爆中左下3左滑蓝条 。
【结束】右中下7单点 。",48,B176,"【开始】右下②短绿后，爆中左上③左滑蓝条。
【结束】右中上⑦单点。（双排一样）",24,2
iknowyouweretrouble I know you were troble,I Know You Were Trouble,A218,"【开始】两次双蓝后，爆第二次双绿：下方两侧②-②双绿
【结束】左上⑩绿条2/5。（备注）",B462,"【开始】副歌中，右上⑭绿条后，爆右下⑮上滑蓝条。
【结束】第四个蓝条尾 & 左⑤单点。（备注）",72,B462,"【开始】副歌中，右上⑭绿条后，爆右下⑮上滑蓝条。
【结束】第四个蓝条尾 & 左⑤单点。（备注）",37,1
i'llwait i'll wait,I'll  Wait,A198,"【开始】左6.7.8点点绿，爆右下1.2.3向左三连点。
【结束】右下7单点。",B394,"【开始】右6.7.8点点绿，爆左上1.2.3向左三连点。
【结束】左上7单点。",52,A198,"【开始】左6.7.8点点绿，爆右下1.2.3向左三连点。
【结束】右下7单点。",26,1
inmyzone in my zone,In My  zone,A50,"【开始】左下①单点后，爆左上 ""→""型②③连点
【结束】左③绿条结束+右①单点",B200,"【开始】左④单点后，爆左下 ""↑""型①②连点
【结束】右上⑤⑥点绿的⑤单点",47.8,B200,"【开始】左④单点后，爆左下 ""↑""型①②连点
【结束】右上⑤⑥点绿的⑤单点",24.4,1
intothenight into the night,Into  The night,A82,"【开始】左中2单点后，爆中下偏左3单点。
【结束】左下6单点。（注意左中上7绿后右下1.2连点）",B233,"【开始】中上偏右6单点后，爆右下7单点。
【结束】中上偏右1.2.3点点绿吃到2个点。",46,A82,"【开始】左中2单点后，爆中下偏左3单点。
【结束】左下6单点。",23,2
iwantmytearsback,I Want My Tears Back,B359,"【开始】左下③④⑤后，爆右⑥⑦⑧第二个。（左手按）
【结束】两个蓝条后，第二组双点。",B435,"【开始】上面两次三连点后，爆下方⑨-⑨双蓝条。
【结束】下面⑨蓝条中。",73,B435,"【开始】上面两次三连点后，爆下方⑨-⑨双蓝条。
【结束】下面⑨蓝条中。",37,1
jaroflove jar of love,Jar of love,A72,"【开始】左下⑦单点后，爆中间向上⑧-⑪点点点蓝。
【结束】左手②蓝条头。（非满分）（备注）",B225,"【开始】左手⑥绿条后，爆上方⑦-⑦双点。
【结束】右上①②连点。",60,B225,"【开始】左手⑥绿条后，爆上方⑦-⑦双点。
【结束】右上①②连点。",32,2
jellyjelly jelly jelly,JELLY JELLY,A284,"【开始】中间⑤-⑧连续短绿后，爆下方①-①双点。
【结束】⑤⑥连点接着的⑦-⑦双点。（双排一样）（备注）",B607,"【开始】中间⑤-⑧连续短绿后，爆下方①-①双点。
【结束】⑤⑥连点接着的⑦-⑦双点。（双排一样）（备注）",75,A284,"【开始】中间⑤-⑧连续短绿后，爆下方①-①双点。
【结束】⑤⑥连点接着的⑦-⑦双点。（双排一样）（备注）",38,1
jiamianwuhui 假面舞会,假面舞会,A100,"【开始】左上2点。
【结束】左下6蓝条尾。",B226,"【开始】右上1单点后，爆右下2单点。
【结束】右上6蓝条尾。",50,A100,"【开始】左上2点。
【结束】左下6蓝条尾。",25,1
jiangnan 江南,江南,A73,"【开始】上方①-④散点后，爆左下③单点。
【结束】右上⑤蓝条尾＆左下⑥绿条头。",B127,"【开始】B开第一个绿条后，爆左上角①单点。
【结束】左下⑤绿条后，右下角⑥单点。",49,B127,"【开始】B开第一个绿条后，爆左上角①单点。
【结束】左下⑤绿条后，右下角⑥单点。",25,2
jianhun 剑魂,剑魂,A122,"【开始】右下13短绿后，爆中左上14左滑蓝条。
【结束】A段结束，左上2.3.4连点。（结尾黄吃）",B269,"【开始】空气后，爆左下1单点。
【结束】中右上6绿条头。",52,A122,"【开始】右下13短绿后，爆中左上14左滑蓝条。
【结束】A段结束，左上2.3.4连点。（结尾黄吃）",27,2
jiashuai 假摔,假摔,A113,"【开始】左侧6单点后，爆右上1.2连点。
【结束】左上5单点。",B267,"【开始】右上1.2.3连点后，爆左下4单点。
【结束】左下向右1-5连点，",50,B267,"【开始】右上1.2.3连点后，爆左下4单点。
【结束】左下向右1-5连点，",28,2
jiebing 结冰,结冰,B198,"【开始】中左下2短绿后，爆右上3下滑蓝条。
【结束】左下1单点。",B234,"【开始】中右下11单点后，爆左上1单点。
【结束】中左上6单点，",51,B198,"【开始】中左下2短绿后，爆右上3下滑蓝条。
【结束】左下1单点。",26,1
jiejielianaiba 姐姐恋爱吧,姐姐恋爱吧,A126,"【开始】右下8单点后，爆右上9单点。
【结束】左下11.12.13连点，",B273,"【开始】左下8单点后，爆左上9单点
【结束】右下11.12.13连点，（B311右上8单点同分）",50,A126,"【开始】右下8单点后，爆右上9单点。
【结束】左下11.12.13连点，",25,1
jijuhuaeryi 几句话而已,几句话而已,A146,"【开始】左上绿条后，爆右下1.2.3连点第一个。(存)
【结束】A段结束，左下3单点。(注意绿条和单点顺序)",B259,"【开始】中左上2单点后，爆中下3单点
【结束】右上5.6.7连点后，左下8.9连点第二个。",47,B264,"【开始】左下2单点后爆左手3开三连点。
【结束】左下8.9连点第一个。",26,2
jinjuebianyuanxian 禁绝边缘线,禁绝边境线,A288,"【开始】连续八绿条按住右上⑧短绿后，爆左上①下滑蓝条。
【结束】下方⑭-⑭双绿条前4cb。",B604,"【开始】第三次副歌中，左手①-⑤连点后，爆右上⑥单点。
【结束】上方②-②双蓝尾。",91,B604,"【开始】第三次副歌中，左手①-⑤连点后，爆右上⑥单点。
【结束】上方②-②双蓝尾。（备注）",47,1
jitachulian 吉他初恋,吉他初恋,A116,"【开始】右下7绿条后，爆左上8蓝条。
【结束】右上10单点。",B204,"【开始】右下11单点后，爆左下12单点。
【结束】右1蓝条尾。",53,B204,"【开始】右下11单点后，爆左下12单点。
【结束】右1蓝条尾。",27,2
juewangxing,绝望性：ヒーロー治疗药,B475,"【开始】中6双点后，爆偏右7.8.9三连点接10蓝条。
【结束】右3蓝条结束+左4单点。",B534,"【开始】左下起3.4.5.6点点点绿，6短绿条按住，爆结尾+右下7.8.9.10四连点
【结束】左3蓝条结束+右4单点。",62,B475,"【开始】中6双点后，爆偏右7.8.9三连点接10蓝条。
【结束】右3蓝条结束+左4单点。",31,1
justawake just awake,Just Awake,B305,"【开始】B开头后不久，右下1234连点后，爆右上5点接6蓝条。
【结束】右上到中下7-10点接11绿条的10号点。",B455,"【开始】中上偏左2短绿条后，爆右下3蓝条。
【结束】右下10蓝条。",63,A305,"【开始】右下1234连点后，爆右上5点接6蓝条。
【结束】右上到中下7-10点接11绿条的10号点。",32,1
justdance-ladygaga just dance-lady gaga,Just Dance-Lady GaGa,B237,"【开始】左上①②③散点后，爆左上④单点。
【结束】中间④蓝条尾&右上⑤绿条头。",B270,"【开始】左手①②散点后，爆左手③-⑤竖连点。
【结束】⑥蓝条尾&右下①绿条头。（接近双爆）",53,B270,"【开始】左手①②散点后，爆左手③-⑤竖连点。
【结束】⑥蓝条尾&右下①绿条头。",29,2
justdance-wangyibo just dance-王一博,Just Dance-王一博,A147,"【开始】右手①②散点后，爆中间③-⑤竖连点。
【结束】右向左⑦-⑪连点第三个点：⑨号点。",B332,"【开始】中上③长螺旋绿条后，爆右下①单点。（左手按）
【结束】中间⑤绿条尾&右下⑥单点。（备注）",64,B332,"【开始】中上③长螺旋绿条后，爆右下①单点。（左手按）
【结束】中间⑤绿条尾&右下⑥单点。（备注）",36,2
justfriends just friends,Just  friends,A100,"【开始】左下12连点后，爆中左上3点。
【结束】左67连点。",B284,"【开始】左下8绿条后，爆右上12连点。
【结束】左下5点。",52,A100,"【开始】左下12连点后，爆中左上3点。
【结束】左67连点。",26,1
justlikefire just like fire,Just Like Fire,B281,"【开始】中间⑤长绿后，爆右下①绿条&左下①单点。
【结束】左下⑧⑨⑩连点。（偷）",B479,"【开始】左上⑥长绿后，爆中右上起①-④连点。（左手按）
【结束】左手④-⑧连点尾。（备注）",77,B281,"【开始】中间⑤长绿后，爆右下①绿条&左下①单点。
【结束】左下⑧⑨⑩连点。（偷）",39,1
kanong 卡农,卡农（非压爆带极限）,B422,"【开始】中右上⑧绿条按住爆左下①右滑蓝条。
【结束】右上⑤绿条尾&左手⑥单点。（备注）",B549,"【开始】右侧④蓝条后，爆左下⑤左滑蓝条。
【结束】右下⑨蓝条尾&左上⑩蓝条头。（备注）",100,B422,"【开始】中右上⑧绿条按住爆左下①右滑蓝条。
【结束】右上⑤绿条尾&左手⑥单点。（备注）",54,2
keepitup keep it up,KEEP  IT  UP,B296,"【开始】左下⑦短绿后，爆左上①②③④⑤⑥向右五连点接蓝条
【结束】右下⑥⑦连点的⑥单点",B436,"【开始】右上⑦短绿后，爆右下①②③④⑤⑥向左五连点接蓝条
【结束】左上⑩⑪连点的⑩单点",57.4,B296,"【开始】左下⑦短绿后，爆左上①②③④⑤⑥向右五连点接蓝条
【结束】右下⑥⑦连点的⑥单点",28.7,1
keepyourheaddown keep your head down,Keep Your  Head  Down,A278,"【开始】左上7短绿条后，爆偏右1“？“蓝条(存)
【结束】左5蓝条结束，中场。（慢慢按）",B293,"【开始】爆中下3.4.5.6向右四连点接蓝条。(B开不久)
【结束】四连点结束。",78,B293,"【开始】爆中下3.4.5.6向右四连点接蓝条。
【结束】四连点结束。",39,1
keiyidehua 可以的话,可以的话,B217,"【开始】B开左下①长绿按住，爆右下②螺旋蓝条。
【结束】右下起①②③连点的①号点。",B285,"【开始】右上⑬短绿后，爆左下①②连点。
【结束】中左⑤⑥连点。",66,B285,"【开始】右上⑬短绿后，爆左下①②连点。
【结束】中左⑤⑥连点。",34,2
kelanyinlan克莱因蓝,克莱因蓝,A110,"【开始】左上7单点后，爆左下8单点。
【结束】偏右下4.5连点。",B224,"【开始】左6.7连点后，爆左下8单点。
【结束】偏右上4.5连点。",52,B224,"【开始】左6.7连点后，爆左下8单点。
【结束】偏右上4.5连点。",27,2
keluodiyakuangxiangqu 克罗地亚狂想曲,克罗地亚狂想曲,A126,"【开始】右上开八连点后，爆紧接的左下⑨蓝条。
【结束】左下①绿条头。（双排一样）（备注）",B506,"【开始】右上开八连点后，爆紧接的左下⑨蓝条。
【结束】左下①绿条头。（双排一样）（备注）",105,A126,"【开始】右上开八连点后，爆紧接的左下⑨蓝条。
【结束】左下①绿条头。（双排一样）（备注）",52,1
keneng 可能,可能,B197,"【开始】左5单点后，爆中下偏右1单点。
【结束】左上6单点。",B231,"【开始】右6单点后，爆中下偏左1单点。
【结束】左上5单点。",45,B197,"【开始】左5单点后，爆中下偏右1单点。
【结束】左上6单点。",23,1
keyile 可以了,可以了,B196,"【开始】下方⑩-⑩双点后，爆左上①单点。
【结束】左下⑥⑦⑧连点。（备注）",B256,"【开始】左下⑫绿条后，爆右手⑬转圈蓝条。
【结束】上方两侧①-①双点。",59,B256,"【开始】左下⑫绿条后，爆右手⑬转圈蓝条。
【结束】上方两侧①-①双点。",30,2
killingme killing me,killing   Me,A112,"【开始】左5点后，爆右下6点
【结束】左下1点。",B309,"【开始】左下4点后，爆左上5单点。
【结束】右下1.2.3三连点结束。",48.8,A112,"【开始】左5点后，爆右下6点
【结束】左下1点。",24,1
knockknock knock knock,KNOCK KNOCK,A88,"【开始】右下⑦⑧点绿后，爆右上⑨单点。
【结束】下方③④⑤连点。（备注）",B234,"【开始】右上③绿条按住，爆左上①下滑蓝条。
【结束】连续九个单点中的⑥单点。",62,A88,"【开始】右下⑦⑧点绿后，爆右上⑨单点。
【结束】下方③④⑤连点。（备注）",32,2
konghuanxi 空欢喜,空欢喜,A160（存）,"【开始】右下9绿条后，左下123连点。（存）
【结束】右上3蓝条&左4单点。",B309,【开始】左上14绿条后，爆右上1下滑蓝条。                                                     【结束】偏右6点。右下8蓝条。,62,B309,【开始】左上14绿条后，爆右上1下滑蓝条。                                                  【结束】偏右6点。右下8蓝条。,32,1
kongxiangshenhua 空想神话,空想神话,A313,"【开始】右手⑪短绿按住，爆左手⑫-⑭三连点。
【结束】右手⑥-⑩连点的⑧号点。（非满分）（备注）",B626,"【开始】下方⑪波浪双绿后，爆第二根蓝条：左上⑥[Z]型。
【结束】左下⑩[∞]型蓝条5/9。（非满分）（备注）",72,B626,"【开始】下方⑪波浪双绿后，爆第二根蓝条：左上⑥[Z]型。
【结束】左下⑩[∞]型蓝条5/9。（非满分）（备注）",37,1
kuaipingsheng 快平生,快平生,A23,"【开始】左下4短绿后，爆中右上向右5.6点蓝。
【结束】右手1蓝条尾、",B189,"【开始】左下4短绿后，爆中右上向右5.6点蓝。
【结束】右手1蓝条尾、",62,B189,"【开始】左下4短绿后，爆中右上向右5.6点蓝。
【结束】右手1蓝条尾、",31,2
